12	1	4	4	0	0	0	-99	-99	-99
15	1	6	6	0	0.166666666666667	0.142857142857143	0.6	1	0.333333333333333
16	1	5	5	-99	-99	-99	0	-99	0
3	1	6	6	0	0	0	-99	-99	-99
20	1	3	3	0	0	-99	0.333333333333333	-99	-99
7	1	6	6	0	0	0	1	1	1
1	0	6	6	0	0	0	0	0	0
10	1	4	3	0	0	0	-99	0	0
1	0	6	6	0	0	0	-99	0	0
9	0	2	4	-99	0	0	-99	0	0
19	0	6	5	0	0	0	-99	-99	-99
17	1	6	5	0	0	0	0.666666666666667	1	0.333333333333333
1	0	6	6	0	0.2	-99	0.5	0.333333333333333	0
2	0	6	6	0	0	0	0	0	0
16	1	5	5	0	0	0	0	0	0
19	0	6	5	-99	-99	-99	0	0	0
3	1	6	6	0	0	0	0	0	0
3	1	6	6	0	0	0	0	1	0
7	1	6	6	0	-99	-99	-99	-99	-99
15	1	6	6	0	0	0	-99	-99	-99
11	0	2	1	0	0	0	-99	0	0
5	0	3	2	0	0	0	-99	-99	-99
19	0	6	5	0	0	0	0	0	0
18	1	6	5	0	0	0	0	0	0
11	0	2	1	0	0	0	-99	-99	-99
4	1	2	2	0	0	0	-99	-99	-99
5	0	3	2	0	0	0	-99	-99	-99
10	1	4	3	0	1	0	0	0	0.25
18	1	6	5	0	0	0	-99	-99	-99
10	1	4	3	0	0	0	-99	-99	-99
11	0	2	1	0	0	0	0	0	-99
4	1	2	2	0	0	0	0	0	0
19	0	6	5	0	0	0	0	0	0
3	1	6	6	0	0	0	0.4	0.333333333333333	0.5
12	1	4	4	0	0	0	0	0	0
20	1	3	3	0	0	0	-99	-99	0
4	1	2	2	0	0	0	0	0.5	0
13	0	6	6	0	0.2	0	0	0	0
15	1	6	6	0	0	0	-99	-99	-99
1	0	6	6	0	0	0	0.5	0.333333333333333	0.75
12	1	4	4	0	0	0	0	0	0
10	1	4	3	0	0	0	-99	-99	-99
16	1	5	5	0	0	0	0	0	0
16	1	5	5	0	0	0	0	0	0
20	1	3	3	0	0	-99	0	0.333333333333333	0
14	0	2	2	0	0	0	0.571428571428571	0	0
11	0	2	1	0	0	0	0	0.25	0
17	1	6	5	0	0	0	0	0.333333333333333	0
16	1	5	5	0	0	0	0	0.166666666666667	0
7	1	6	6	0	0	0	1	0.6	1
11	0	2	1	0	0	0	-99	-99	-99
17	1	6	5	0	0	0	0	0	0
5	0	3	2	0	-99	-99	0.5	0.75	1
15	1	6	6	0	0	0	0	0	0
4	1	2	2	0	0	0	0	0.5	0
14	0	2	2	0.142857142857143	0	0	0	0.2	0
9	0	2	4	0	0	0	0	0	0
10	1	4	3	0	0	0	0	0	-99
5	0	3	2	-99	-99	-99	-99	-99	-99
3	1	6	6	0	0	0	1	1	0
17	1	6	5	0	0	0	-99	-99	-99
5	0	3	2	0	0	0	-99	-99	-99
10	1	4	3	0	0	0	0	0	0
10	1	4	3	0	0	0	-99	-99	-99
20	1	3	3	0	0	0	0	0	0
18	1	6	5	0	0	0	0.25	0.333333333333333	0
16	1	5	5	0	0	0	1	0	0
13	0	6	6	0	0	-99	0	0	0
7	1	6	6	0	0	0	1	0.666666666666667	0.5
7	1	6	6	0	0	0	1	0.5	1
6	0	3	2	0	0	0	-99	-99	-99
8	1	6	6	0	0	0	0	0	1
12	1	4	4	0	0	0	0	0	0
19	0	6	5	0	0	0	0	0	0
8	1	6	6	0	0	0	0	0	0
10	1	4	3	0	0	0	0.166666666666667	0.2	0.333333333333333
13	0	6	6	-99	-99	-99	-99	-99	-99
12	1	4	4	0	0	0	-99	-99	-99
5	0	3	2	0	0	0	-99	-99	-99
3	1	6	6	0	0	0	0	0.125	0
2	0	6	6	-99	-99	0	-99	0	-99
4	1	2	2	0	0	0	0	0.1	0
2	0	6	6	0	0	0	0	0	0
13	0	6	6	0	0	0	0	-99	0
1	0	6	6	0	0	0	0	0.333333333333333	0
3	1	6	6	0	0	0	-99	-99	-99
6	0	3	2	0	0	0	0	0	0
14	0	2	2	0	0	0	0.333333333333333	0	0
10	1	4	3	0	0	0	0	0	0
8	1	6	6	0	0	0	1	0.666666666666667	1
19	0	6	5	0	0	0	0.5	0	0
19	0	6	5	0	0	0	0.25	0	0
9	0	2	4	0	0	0	0.4	0.25	0.5
19	0	6	5	0	1	0	0	0	0
17	1	6	5	-99	0	0	-99	0	0
20	1	3	3	0	0	0	0	0	0
10	1	4	3	0	0	0	0	0	0
4	1	2	2	0	0	0	0	0	0
20	1	3	3	0	0	0	0	0	0
7	1	6	6	0	0	0	1	0.5	0
11	0	2	1	0	0	0	0	0	0
12	1	4	4	0	0	0	0	0	0
17	1	6	5	-99	0	-99	0	0	0
12	1	4	4	0	0	0	0	-99	-99
4	1	2	2	0	0	0	0	0	0
12	1	4	4	0	0	0	0	0	0
16	1	5	5	0	0	0	0	0	0
16	1	5	5	0	0	0	-99	-99	-99
17	1	6	5	-99	0	0	-99	-99	-99
18	1	6	5	0.5	0	0.25	0.5	0.666666666666667	1
6	0	3	2	0	0	0	-99	-99	-99
10	1	4	3	0	0	0	-99	0	0.333333333333333
4	1	2	2	0	0	-99	0	0	0
2	0	6	6	0	0	0	1	1	1
14	0	2	2	0	0	0	0	0	0
6	0	3	2	0	0	0	-99	0	0
20	1	3	3	0	-99	-99	0	-99	-99
13	0	6	6	0	0	0	0	0.25	0
7	1	6	6	0	-99	-99	-99	-99	-99
21	0	4	2	0	0	0	0	0	0
21	0	4	2	0	0	0	-99	-99	-99
7	1	6	6	0	0	0	1	1	1
16	1	5	5	0	0	0	-99	-99	-99
5	0	3	2	0	0	0	0	0	0
6	0	3	2	0	0	0	0	0.333333333333333	0
