3	0	1	0	1	0
3	1	1	0	0	0
3	1	1	0	0	0
3	0	1	0	0	0
3	1	1	0	0	0
4	1	1	0	1	0
7	1	1	1	1	1
8	1	1	1	1	1
8	-99	-99	-99	-99	-99
9	-99	-99	-99	-99	-99
10	-99	-99	-99	-99	-99
11	-99	-99	-99	-99	-99
13	1	1	1	0	0
13	1	1	1	1	1
13	0	1	1	0	1
14	0	0	1	1	1
14	0	0	1	0	0
15	1	0	1	1	1
15	1	0	1	0	0
15	0	1	0	0	0
16	1	0	0	0	0
18	1	1	1	1	1
19	1	1	1	1	0
20	-99	-99	-99	-99	-99
22	-99	-99	-99	-99	-99
24	1	0	0	0	0
24	0	1	0	1	0
25	1	1	0	0	0
25	1	0	0	0	0
25	0	1	0	0	0
31	1	1	0	1	0
31	0	0	0	1	0
32	1	1	1	1	1
33	0	1	0	0	0
33	1	0	0	0	0
33	0	0	0	0	0
34	1	1	0	1	0
34	1	1	0	1	0
34	1	1	0	1	0
34	1	1	1	0	0
34	1	1	1	0	0
35	1	0	0	1	0
35	1	1	0	0	0
35	0	1	0	0	0
37	1	1	1	0	0
38	1	1	1	1	0
40	1	1	1	1	0
40	1	1	1	1	0
40	1	1	1	1	0
40	0	1	1	0	0
40	1	1	0	1	0
40	1	1	1	1	1
41	1	1	1	1	1
41	1	1	1	1	1
41	0	1	0	0	0
43	0	1	1	1	1
44	0	1	0	1	0
44	1	1	0	0	0
44	1	1	0	0	0
44	0	1	0	0	0
44	0	0	1	0	0
44	0	1	0	1	0
45	0	0	1	0	0
46	0	1	0	0	0
46	0	1	0	1	0
46	0	1	0	0	0
46	1	1	0	1	0
46	0	0	1	1	0
46	0	1	0	0	0
46	0	0	1	0	0
47	1	1	1	1	0
47	1	0	1	1	0
47	1	1	1	0	1
47	1	1	1	1	1
48	0	0	1	1	0
50	0	1	1	1	0
50	1	1	1	0	0
52	0	1	1	1	0
52	1	0	1	1	0
53	0	1	0	0	0
53	1	0	1	0	0
53	0	0	0	1	0
53	1	0	1	0	0
53	0	1	0	0	0
53	0	1	0	1	0
54	0	0	1	0	0
54	1	0	1	0	0
54	0	1	0	0	0
54	0	1	0	1	0
55	1	1	1	1	0
56	0	1	0	1	0
56	0	1	0	1	0
56	0	1	0	1	0
56	0	1	0	1	0
57	1	1	1	0	1
58	1	1	1	1	0
60	1	1	1	1	1
63	0	1	0	1	0
63	0	0	1	0	0
65	0	1	0	1	1
65	1	1	1	1	0
65	1	0	1	1	0
65	1	1	1	0	0
65	1	0	1	1	1
65	1	1	1	1	0
66	0	1	0	0	0
66	0	1	0	0	0
66	0	1	0	0	0
66	0	1	0	1	0
66	1	1	0	0	0
66	0	1	0	0	0
66	0	1	0	0	0
66	0	1	0	0	0
68	0	1	0	0	0
68	0	0	0	0	0
68	1	0	0	0	0
68	0	1	0	0	0
68	0	1	0	0	0
68	0	0	1	0	0
69	0	1	0	0	0
69	0	1	0	0	0
69	0	1	0	0	0
72	1	1	1	1	1
74	0	1	0	1	0
74	0	1	0	0	0
74	1	1	0	0	0
74	0	0	1	0	0
74	0	1	1	1	1
74	0	1	1	1	0
74	0	1	0	0	0
74	-99	-99	-99	-99	-99
74	0	1	0	1	0
75	0	1	0	0	0
76	0	1	0	0	0
76	1	1	1	1	0
76	0	1	1	1	1
76	1	1	1	1	0
76	1	1	1	0	0
76	0	1	1	0	0
80	0	1	0	1	0
80	0	1	0	1	0
80	1	1	0	0	0
81	-99	-99	-99	-99	-99
82	0	1	0	1	0
82	1	1	0	0	0
82	1	1	0	0	0
82	1	1	0	1	0
82	1	1	0	0	0
82	0	1	0	1	0
82	0	1	0	0	0
82	0	1	0	0	0
83	1	1	0	0	0
83	1	1	0	0	0
83	1	1	0	0	0
83	0	1	0	0	0
83	0	1	1	1	1
84	0	0	1	1	0
84	0	0	1	1	0
85	1	1	1	1	1
87	1	1	1	1	0
88	1	1	1	1	0
88	1	1	0	1	0
88	1	1	1	1	0
90	1	1	0	1	0
90	1	1	1	1	0
91	0	1	0	1	1
91	1	1	1	1	1
91	1	1	1	1	0
91	1	1	1	1	0
92	0	1	0	0	0
92	0	1	0	1	0
92	0	1	0	1	0
92	1	1	0	0	0
93	0	0	1	1	0
93	0	1	0	0	0
93	0	1	0	1	0
93	1	1	1	1	0
93	0	1	0	1	0
95	-99	-99	-99	-99	-99
96	1	1	1	1	1
96	0	1	0	0	0
96	0	1	0	0	0
96	0	1	0	0	0
96	1	1	0	1	1
98	1	0	0	0	0
99	1	1	0	0	0
99	0	1	0	0	0
99	1	1	0	0	0
99	1	0	0	0	0
99	1	1	1	0	0
101	1	1	0	1	0
101	0	1	0	1	0
101	0	1	0	1	0
102	1	1	1	1	1
103	1	1	0	1	0
103	1	1	0	1	0
103	1	1	0	1	0
104	0	1	0	1	0
104	1	1	0	0	0
104	0	0	1	0	0
106	1	1	1	1	1
106	1	1	1	1	1
110	1	1	1	1	1
110	1	1	0	1	1
110	1	1	1	1	1
110	0	1	0	1	0
114	0	1	1	1	1
115	1	1	0	0	0
115	1	1	1	1	0
115	1	1	1	1	1
116	-99	-99	-99	-99	-99
118	0	1	0	1	0
118	0	1	0	0	0
118	0	1	0	1	0
120	1	1	1	1	0
125	1	1	0	0	0
125	1	0	1	1	0
125	1	0	1	1	1
125	1	0	1	1	0
126	1	1	1	1	1
126	0	0	1	0	0
129	-99	-99	-99	-99	-99
133	1	1	1	1	1
133	1	1	1	1	1
133	1	1	0	0	0
133	0	1	0	1	0
133	1	1	1	1	1
136	0	1	0	0	0
136	0	0	1	0	1
138	1	1	0	1	0
138	0	1	1	0	0
138	1	0	1	0	1
141	0	1	1	1	1
145	0	0	1	0	0
145	1	0	1	0	0
145	0	0	1	0	0
147	1	1	1	1	1
147	1	1	1	1	1
147	1	1	1	1	1
147	1	1	1	1	0
147	1	1	1	1	1
151	1	1	1	1	1
157	1	1	1	1	0
161	0	1	0	1	0
161	1	1	0	1	0
161	1	1	0	1	0
161	0	1	0	1	0
162	0	1	0	1	0
162	0	1	0	0	0
162	1	1	1	1	1
162	0	0	1	0	0
162	0	0	1	1	0
162	0	1	1	1	1
163	0	1	0	1	0
163	0	1	0	1	0
163	1	1	0	1	0
163	0	1	0	1	0
164	1	1	1	0	1
166	1	1	1	1	1
178	0	0	1	1	0
178	1	0	1	0	1
198	0	1	0	0	0
202	1	1	1	1	1
210	1	1	0	0	0
210	0	1	0	1	0
210	1	1	1	0	1
218	1	0	0	0	0
218	0	1	0	0	0
218	0	1	0	0	0
218	0	0	1	0	1
243	0	1	0	0	0
243	1	1	0	1	0
243	0	1	0	0	0
243	0	1	0	0	0
274	1	1	1	1	1
274	0	1	1	1	1
2	-99	-99	-99	-99	-99
5	-99	-99	-99	-99	-99
6	1	1	1	1	0
6	0	1	1	1	0
6	1	0	1	1	0
12	-99	-99	-99	-99	-99
17	1	1	1	1	1
21	-99	-99	-99	-99	-99
23	-99	-99	-99	-99	-99
26	-99	-99	-99	-99	-99
27	-99	-99	-99	-99	-99
28	-99	-99	-99	-99	-99
29	-99	-99	-99	-99	-99
30	-99	-99	-99	-99	-99
36	-99	-99	-99	-99	-99
39	-99	-99	-99	-99	-99
42	-99	-99	-99	-99	-99
49	1	1	1	1	1
51	-99	-99	-99	-99	-99
59	-99	-99	-99	-99	-99
61	-99	-99	-99	-99	-99
62	-99	-99	-99	-99	-99
64	-99	-99	-99	-99	-99
67	1	1	0	1	0
70	1	1	0	1	0
70	1	1	1	1	1
71	-99	-99	-99	-99	-99
73	1	1	1	1	0
77	-99	-99	-99	-99	-99
78	-99	-99	-99	-99	-99
79	-99	-99	-99	-99	-99
86	-99	-99	-99	-99	-99
89	0	1	1	0	1
89	1	0	1	0	1
89	0	1	0	1	0
89	1	0	1	0	0
89	0	1	1	0	1
89	1	0	1	0	0
89	0	1	0	0	0
94	0	1	1	1	1
97	1	1	1	1	0
100	1	1	1	1	1
105	1	1	1	1	1
107	1	1	1	1	0
108	-99	-99	-99	-99	-99
109	-99	-99	-99	-99	-99
111	-99	-99	-99	-99	-99
112	-99	-99	-99	-99	-99
113	1	0	1	1	0
117	1	1	1	1	1
117	0	1	0	1	0
117	1	1	0	1	1
119	-99	-99	-99	-99	-99
121	-99	-99	-99	-99	-99
122	1	1	0	1	0
122	1	1	0	1	0
123	0	1	1	1	1
124	-99	-99	-99	-99	-99
127	-99	-99	-99	-99	-99
128	-99	-99	-99	-99	-99
130	-99	-99	-99	-99	-99
131	0	1	0	1	1
131	1	1	1	1	1
131	1	1	1	1	0
132	-99	-99	-99	-99	-99
134	0	0	1	1	1
135	1	1	0	1	1
137	1	1	1	0	0
137	0	1	0	1	0
139	0	1	0	1	0
139	1	1	1	1	1
140	1	1	1	1	1
142	1	1	1	1	0
142	0	1	0	1	0
143	-99	-99	-99	-99	-99
144	-99	-99	-99	-99	-99
146	1	1	1	1	0
148	-99	-99	-99	-99	-99
149	-99	-99	-99	-99	-99
150	1	1	0	0	0
150	0	1	0	1	0
152	-99	-99	-99	-99	-99
154	-99	-99	-99	-99	-99
155	1	1	1	1	0
156	-99	-99	-99	-99	-99
158	1	1	0	1	0
159	-99	-99	-99	-99	-99
160	0	1	0	1	0
165	1	1	1	0	0
165	1	1	1	1	0
165	1	1	0	1	0
167	-99	-99	-99	-99	-99
168	0	1	1	1	0
168	0	1	1	1	0
169	1	1	1	1	1
169	0	1	1	0	1
170	1	1	1	1	1
171	0	1	0	0	0
172	0	1	0	0	0
173	1	1	1	1	1
174	-99	-99	-99	-99	-99
175	1	1	1	1	1
175	0	1	0	1	0
175	0	1	1	1	0
176	-99	-99	-99	-99	-99
177	0	1	0	0	0
177	0	1	0	0	0
177	1	1	0	0	0
177	0	1	0	0	0
177	0	1	0	0	0
177	1	1	0	0	0
177	0	1	0	0	0
177	0	1	0	0	0
179	1	1	1	1	1
180	0	1	1	1	0
181	-99	-99	-99	-99	-99
182	-99	-99	-99	-99	-99
183	1	1	0	1	0
183	0	1	0	1	0
183	1	1	1	1	1
184	1	1	1	0	0
184	1	1	1	1	0
184	0	1	1	1	0
185	1	1	1	1	0
186	-99	-99	-99	-99	-99
187	1	1	1	1	1
187	0	1	1	0	0
188	-99	-99	-99	-99	-99
189	-99	-99	-99	-99	-99
190	0	1	0	1	0
190	1	1	0	0	0
190	0	1	0	1	0
190	1	1	0	1	0
191	1	1	0	1	0
191	1	1	0	0	0
191	1	1	1	1	0
191	0	1	0	1	0
191	1	1	1	1	1
192	1	1	1	1	1
193	-99	-99	-99	-99	-99
194	-99	-99	-99	-99	-99
195	1	1	1	1	1
195	-99	-99	-99	-99	-99
195	1	1	1	1	1
195	1	1	1	1	1
196	-99	-99	-99	-99	-99
197	-99	-99	-99	-99	-99
199	1	0	0	0	0
200	1	1	1	0	1
200	0	1	1	0	1
201	0	1	1	1	0
201	1	1	1	1	0
203	-99	-99	-99	-99	-99
204	0	1	0	1	0
204	1	1	1	0	1
204	1	0	1	1	0
204	1	0	1	0	0
204	0	1	1	0	0
204	0	1	0	1	0
204	1	1	0	1	0
205	0	1	1	1	1
206	0	1	0	0	0
207	0	1	1	1	1
207	1	1	1	1	1
207	1	1	1	1	1
207	1	1	1	1	1
208	1	1	1	1	1
208	1	1	1	1	1
209	0	1	0	0	0
209	1	1	1	0	0
211	1	1	1	1	0
211	1	0	1	1	1
211	1	1	1	1	0
212	-99	-99	-99	-99	-99
213	-99	-99	-99	-99	-99
214	-99	-99	-99	-99	-99
215	0	1	0	0	0
215	1	1	1	1	1
216	0	1	0	0	0
216	0	1	0	1	0
216	1	1	0	1	0
216	1	1	0	0	0
217	0	1	0	0	0
219	1	1	0	0	0
220	0	1	0	0	0
220	1	1	0	1	0
220	1	1	0	1	0
220	1	1	1	1	1
221	1	1	1	1	1
221	1	1	0	1	1
221	1	0	1	1	1
221	1	1	1	1	0
221	1	1	1	1	0
222	-99	-99	-99	-99	-99
223	1	1	1	0	0
224	1	1	1	1	0
224	1	1	0	1	0
225	-99	-99	-99	-99	-99
226	1	1	0	0	0
226	1	1	1	1	1
227	-99	-99	-99	-99	-99
228	-99	-99	-99	-99	-99
229	1	1	1	1	0
229	1	1	1	1	0
230	1	1	0	0	0
230	1	1	0	1	0
230	1	1	0	0	0
230	1	1	0	0	0
230	1	1	1	1	0
230	0	0	0	1	0
230	1	0	1	1	1
231	1	1	0	1	0
231	1	1	0	1	0
231	0	1	0	1	0
231	1	1	0	1	0
231	1	1	0	0	0
231	1	1	0	1	0
231	0	1	0	1	0
232	-99	-99	-99	-99	-99
233	1	1	0	1	0
234	-99	-99	-99	-99	-99
235	-99	-99	-99	-99	-99
236	1	1	0	0	1
237	1	1	0	0	0
237	1	1	1	1	1
237	0	1	0	1	0
237	0	1	0	1	0
