20	1	3	3	2.16666666666667	1.5	1.25	1.2	1.25	1.16666666666667	0	0	0	0	0	0	0.225548902195609	6	6	4	5	8	6	0
7	1	6	6	3	3	3	3	2	2.66666666666667	0	0	0	1	0.5	0	0.225548902195609	1	1	1	1	2	3	3
11	0	1	2	2.66666666666667	1.66666666666667	1	2	1	1.33333333333333	0	0	0	0	0	0	0.225548902195609	3	3	3	3	3	3	0
12	1	4	4	1.25	1	1	3	1.66666666666667	2	0	0	0	0	0	0	0.225548902195609	4	1	1	1	3	2	2
17	1	5	6	-99	1.66666666666667	-99	2	1.66666666666667	2	-99	0	-99	0	0	0	-0.774451097804391	0	3	0	3	3	1	1
12	1	4	4	2.4	2.25	1.8	1.33333333333333	-99	-99	0	0	0	0	-99	-99	0.225548902195609	5	4	5	3	0	0	0
4	1	2	2	3	2	2	3	2	3	0	0	0	0	0	0	-0.774451097804391	1	2	1	1	1	1	2
12	1	4	4	1.5	3	3	3	2.5	3	0	0	0	0	0	0	-0.774451097804391	4	1	1	2	2	1	1
16	1	5	5	2	2	2	3	1	3	0	0	0	0	0	0	-0.774451097804391	1	1	1	1	3	1	3
16	1	5	5	1.66666666666667	2	1.66666666666667	-99	-99	-99	0	0	0	-99	-99	-99	-99	6	4	3	0	0	0	-99
17	1	5	6	-99	3	0	-99	-99	-99	-99	0	0	-99	-99	-99	-99	0	1	1	0	0	0	-99
18	1	5	6	2	1.5	2	2.5	2.66666666666667	1	0.5	0	0.25	0.5	0.666666666666667	1	0.225548902195609	4	2	4	4	3	1	3
6	0	2	3	1.5	2	2	-99	-99	-99	0	0	0	-99	-99	-99	-99	2	1	2	0	0	0	-99
10	1	3	4	1.75	1.33333333333333	1.25	-99	1.5	1.66666666666667	0	0	0	-99	0	0.333333333333333	0.225548902195609	4	3	4	0	4	3	1
4	1	2	2	3	3	-99	2	2	3	0	0	-99	0	0	0	0.225548902195609	1	1	0	1	2	1	2
2	0	6	6	2.25	1.6	1.8	3	3	2.5	0	0	0	1	1	1	0.225548902195609	4	5	5	1	1	2	0
14	0	2	2	1.8	1.33333333333333	1.6	2.33333333333333	2.2	1	0	0	0	0	0	0	0.225548902195609	5	3	5	3	5	1	2
6	0	2	3	2	1.16666666666667	1.66666666666667	-99	1.4	1.75	0	0	0	-99	0	0	-0.774451097804391	4	6	6	0	10	4	2
20	1	3	3	2	-99	-99	2.33333333333333	-99	-99	0	-99	-99	0	-99	-99	-0.774451097804391	2	0	0	3	0	0	3
13	0	6	6	1.66666666666667	2	2	1.66666666666667	1	1	0	0	0	0	0.25	0	0.225548902195609	3	3	2	3	4	2	2
7	1	6	6	2.66666666666667	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99	-99	3	0	0	0	0	0	-99
21	0	2	4	1.5	1	1.33333333333333	3	1.25	1.33333333333333	0	0	0	0	0	0	0.225548902195609	4	5	6	1	4	3	0
21	0	2	4	3	3	3	-99	-99	-99	0	0	0	-99	-99	-99	-99	2	3	3	0	0	0	-99
7	1	6	6	2	3	1.66666666666667	3	3	3	0	0	0	1	1	1	0.225548902195609	2	1	3	1	1	1	1
16	1	5	5	2.66666666666667	1	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	3	1	2	0	0	0	-99
5	0	2	3	1.66666666666667	1	1	1.75	2	2	0	0	0	0	0	0	0.225548902195609	3	1	2	4	3	2	2
6	0	2	3	3	2	1	2	1	1	0	0	0	0	0.333333333333333	0	0.225548902195609	1	1	1	2	3	3	0
5	0	2	3	1	2	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	1	1	1	0	0	0	-99
2	0	6	6	1.16666666666667	1	1.33333333333333	-99	-99	-99	0	0	0	-99	-99	-99	-99	6	7	9	0	0	0	-99
13	0	6	6	1	1	1	-99	-99	-99	0	0	0	-99	-99	-99	0.225548902195609	2	1	1	0	0	0	0
19	0	5	6	2	3	1	-99	2	-99	0	0	0	-99	0	-99	0.225548902195609	1	1	1	0	1	0	2
3	1	6	6	1.42857142857143	1.5	3	2.66666666666667	2.75	3	0	0	0	1	0.5	1	0.225548902195609	7	2	1	3	4	2	0
3	1	6	6	2	2	3	-99	-99	-99	0	0	0	-99	-99	-99	-1.77445109780439	4	2	1	0	0	0	0
21	0	2	4	2	2	1.66666666666667	2.4	2.75	3	0	0	0	0	0	0	0.225548902195609	6	4	3	5	4	1	0
20	1	3	3	2	1	1.25	2	3	3	0	0	0	0	0	0	-0.774451097804391	1	1	4	1	2	1	1
16	1	5	5	3	3	-99	2	-99	3	0	0	-99	0	-99	0	-0.774451097804391	1	1	0	1	0	1	1
15	1	6	6	2.4	1.6	1.8	1	1.33333333333333	-99	0	0	0	0	0.333333333333333	-99	0.225548902195609	5	5	6	2	3	0	0
10	1	3	4	2	1.5	1	2	1.66666666666667	2	0	0	0	0	0	0	0.225548902195609	1	2	1	2	3	1	2
5	0	2	3	2.75	3	3	1.66666666666667	2	2.33333333333333	0	0	0	0	0.5	0	0.225548902195609	4	1	1	3	4	3	2
10	1	3	4	2.66666666666667	1.5	2.5	2.5	3	3	0	0	0	0	0	0	0.225548902195609	3	4	2	2	1	1	0
19	0	5	6	2.33333333333333	-99	-99	3	-99	-99	0	-99	-99	0	-99	-99	0.225548902195609	3	0	0	1	0	0	0
21	0	2	4	3	2	1	3	3	3	0	0	0	0	0	0	0.225548902195609	1	2	2	1	1	1	0
10	1	3	4	3	2.33333333333333	2.5	2.5	1.5	2	0	0	0	0	0	0	0.225548902195609	1	3	2	2	2	5	3
4	1	2	2	3	2.85714285714286	2.75	-99	-99	-99	0	0.142857142857143	0	-99	-99	-99	-99	5	7	4	0	0	0	-99
9	0	4	2	2.6	1.75	2.66666666666667	-99	-99	-99	0	0	0	-99	-99	-99	-99	5	4	3	0	0	0	-99
14	0	2	2	1.75	1	1	1	1.33333333333333	1.66666666666667	0	0	0	1	0	0.333333333333333	0.225548902195609	4	5	5	3	3	3	1
16	1	5	5	2	1.5	3	3	3	-99	0	0	0	0	0	-99	-0.774451097804391	1	2	2	1	1	0	0
11	0	1	2	1.54545454545455	-99	1.66666666666667	3	2	3	0.0909090909090909	-99	0	0.2	0	0	0.225548902195609	11	0	6	5	2	1	0
17	1	5	6	3	3	3	-99	-99	-99	0	0	0	-99	-99	-99	0.225548902195609	1	1	1	0	0	0	0
10	1	3	4	1	1	-99	-99	-99	-99	0	0	-99	-99	-99	-99	-99	4	2	0	0	0	0	-99
14	0	2	2	2.5	2.5	2.57142857142857	1.5	1	1	0	0	0	0	0	0	0.225548902195609	2	2	7	2	2	1	0
18	1	5	6	3	3	3	3	3	3	0	0	0	0	0	0	0.225548902195609	5	1	1	1	1	1	0
14	0	2	2	3	1	-99	-99	-99	-99	0	0	-99	-99	-99	-99	-99	1	1	0	0	0	0	-99
12	1	4	4	2	3	1.75	-99	-99	-99	0	0	0	-99	-99	-99	-99	3	1	4	0	0	0	-99
3	1	6	6	2	1.5	2	3	3	2	0	0	0.333333333333333	1	1	0	0.225548902195609	4	2	3	1	1	1	0
4	1	2	2	2.5	2	2.66666666666667	-99	-99	-99	0	0	0	-99	-99	-99	-99	2	3	3	0	0	0	-99
8	1	6	6	1	1.33333333333333	1	3	2	1	0	0	0	0	0	0	-0.774451097804391	1	3	2	1	1	1	0
16	1	5	5	3	2.5	2.16666666666667	2	1.6	1.66666666666667	0	0	0.166666666666667	0	0	0	0.225548902195609	1	6	6	1	5	3	1
11	0	1	2	1.66666666666667	1.33333333333333	1	-99	1.5	2	0	0	0	-99	0	0	0.225548902195609	3	3	3	0	2	1	2
11	0	1	2	2	2	1	2	1	2	0	0	0	0	0	0	-0.774451097804391	1	1	1	1	1	1	1
9	0	4	2	2.28571428571429	1	1.75	2	1.33333333333333	2	0	0	0	0.25	0	0	0.225548902195609	7	4	4	4	3	1	1
15	1	6	6	1.75	1.33333333333333	1.4	2	1.83333333333333	2	0	0	0	0	0	0	0.225548902195609	4	3	5	6	6	5	1
15	1	6	6	2	2.33333333333333	2	2	2.2	1	0	0	0	0	0	0	0.225548902195609	3	3	3	4	5	1	0
9	0	4	2	2.5	1.83333333333333	2.2	2	1.83333333333333	2.28571428571429	0	0	0	1	0.166666666666667	0.428571428571429	0.225548902195609	2	6	5	1	6	7	3
4	1	2	2	3	3	2	2.33333333333333	2.5	1.66666666666667	0	0	0	0.333333333333333	0.5	0.333333333333333	0.225548902195609	1	1	1	3	2	3	0
18	1	5	6	2.33333333333333	1.5	1.75	3	-99	1.75	0	0	0	0	-99	0	0.225548902195609	3	6	4	1	0	4	3
1	0	6	6	1	1	1	-99	1.33333333333333	1.66666666666667	0	0	0	-99	0	0	0.225548902195609	2	2	2	0	3	3	0
11	0	1	2	3	2	1.5	3	3	2.5	0	0	0	0	0	0	0.225548902195609	1	2	2	2	1	2	3
17	1	5	6	2.66666666666667	3	2	2.5	-99	3	0	0	0	1	-99	1	0.225548902195609	3	1	2	2	0	1	2
20	1	3	3	2	1.4	1.4	3	1.53846153846154	1.66666666666667	0	0	0	0	0	0	0.225548902195609	10	10	10	1	13	3	3
3	1	6	6	2.5	1.66666666666667	1.2	1	1.66666666666667	2	0	0	0	1	0.333333333333333	0	0.225548902195609	2	3	5	1	3	1	0
1	0	6	6	3	2.5	2	1	1	1	0	0	0	1	1	0	0.225548902195609	4	2	3	1	1	1	1
3	1	6	6	3	2	-99	3	2	2	1	0	-99	1	1	0	0.225548902195609	2	1	0	1	1	1	3
19	0	5	6	2	1	1	-99	-99	-99	0	0	0	-99	-99	-99	0.225548902195609	1	1	1	0	0	0	0
19	0	5	6	3	3	3	2.66666666666667	2.5	3	0	0	0	0	0	0	0.225548902195609	3	2	1	3	2	1	1
15	1	6	6	2.5	2	1.5	-99	1	1	0	0	0	-99	0	0	0.225548902195609	2	2	2	0	2	1	0
3	1	6	6	1.83333333333333	1.11111111111111	1	1	1	1	0	0	0	0	0	0.142857142857143	0.225548902195609	6	9	10	8	11	7	3
6	0	2	3	3	3	3	1.5	1	2	0	0	0	0	0	0	0.225548902195609	1	1	1	2	2	1	0
1	0	6	6	2.4	1.75	2.2	3	1	3	0	0	0	1	0	1	-0.774451097804391	5	4	5	1	1	1	0
3	1	6	6	2.66666666666667	1.66666666666667	1	3	-99	3	0	0	0	0	0	0	0.225548902195609	3	3	1	1	1	1	0
15	1	6	6	2.66666666666667	2	3	-99	-99	-99	0	0	0	-99	-99	-99	0.225548902195609	3	4	2	0	0	0	2
21	0	2	4	2	1	-99	-99	-99	-99	0	0	-99	-99	-99	-99	-99	2	2	0	0	0	0	-99
15	1	6	6	1.25	1	1.33333333333333	2.33333333333333	1	3	0	0	0	0	0	0	0.225548902195609	4	2	3	3	1	1	3
9	0	4	2	1	-99	1	2.66666666666667	2	2.5	0	-99	1	1	0.333333333333333	0.5	0.225548902195609	1	0	1	3	3	2	1
12	1	4	4	2	2.33333333333333	1.66666666666667	3	2	3	0	0	0	0	1	0	0.225548902195609	3	3	3	1	1	1	0
19	0	5	6	2.83333333333333	1.625	1.5	-99	-99	-99	0	0.125	0	-99	-99	-99	0.225548902195609	6	8	6	0	0	0	3
13	0	6	6	2.125	1	1	2.5	1	1	0.25	0	0	0	0	0	0.225548902195609	8	5	2	2	1	1	1
18	1	5	6	2	1.4	-99	-99	-99	-99	0	0	-99	-99	-99	-99	-99	5	5	0	0	0	0	-99
13	0	6	6	2.125	1.66666666666667	1.5	-99	-99	-99	0	0	0	-99	-99	-99	0.225548902195609	8	3	6	0	0	0	2
4	1	2	2	2	-99	-99	1.75	1	1.33333333333333	0	-99	-99	0.25	0	0	0.225548902195609	3	0	0	4	2	3	1
8	1	6	6	2.33333333333333	3	2	2.2	2.71428571428571	1.33333333333333	0.166666666666667	0	0	0	0.142857142857143	0.166666666666667	-0.774451097804391	6	1	1	5	7	6	0
9	0	4	2	1.66666666666667	-99	-99	3	-99	-99	0	-99	-99	0	-99	-99	0.225548902195609	3	0	0	1	0	0	0
12	1	4	4	1.75	3	3	-99	-99	-99	0	0	0	-99	-99	-99	-99	4	1	1	0	0	0	-99
10	1	3	4	2	2.33333333333333	1.8	-99	-99	-99	0	0	0	-99	-99	-99	-99	5	3	5	0	0	0	-99
3	1	6	6	2.625	2.66666666666667	1.66666666666667	3	3	2	0	0	0	0.666666666666667	1	0	0.225548902195609	8	3	3	3	2	2	3
5	0	2	3	2	1	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	1	3	1	0	0	0	-99
10	1	3	4	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	-99
5	0	2	3	1	1	1	1	1.25	2	0	0	0	0	0	0	0.225548902195609	3	1	1	1	4	5	0
16	1	5	5	3	1	1	1	-99	1	0	0	0	0	-99	0	0.225548902195609	1	2	1	1	0	1	0
-99	-99	-99	-99	1.66666666666667	1	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	3	1	1	0	0	0	-99
1	0	6	6	2	3	3	2	3	3	0	0	0	0	0	0	0.225548902195609	2	1	1	2	2	1	3
7	1	6	6	2	2	-99	3	3	2.5	0	0	-99	0.5	1	0.5	0.225548902195609	3	2	0	2	2	2	2
2	0	6	6	3	2	1.54545454545455	3	3	1.5	0	0	0	0	0	0	-0.774451097804391	5	7	11	1	2	4	0
6	0	2	3	2.16666666666667	3	2.5	1.85714285714286	1.75	2	0	0	0	0.142857142857143	0.25	0.25	0.225548902195609	6	1	2	7	4	4	2
17	1	5	6	3	-99	-99	3	-99	-99	0	-99	-99	0	-99	-99	0.225548902195609	1	0	0	1	0	0	3
9	0	4	2	-99	1	1	1	1	1.33333333333333	-99	0	0	1	0.4	0.666666666666667	0.225548902195609	0	1	1	1	5	6	3
8	1	6	6	2.3	1.6	-99	3	3	1.66666666666667	0	0.2	-99	0.75	1	0	0.225548902195609	10	5	0	4	2	3	2
8	1	6	6	2.125	1.6	1.33333333333333	3	2	3	0	0	0	1	0.5	1	0.225548902195609	8	5	6	2	2	1	3
15	1	6	6	2.5	2	2	1.5	2	1.25	0	0	0	0	0	0	0.225548902195609	2	1	1	2	1	4	0
21	0	2	4	2	1.2	1.25	1.66666666666667	1.33333333333333	1.5	0	0	0	0	0	0	0.225548902195609	1	5	4	3	3	2	0
11	0	1	2	2.66666666666667	1.75	2	2.66666666666667	2.5	2	0	0	0	0	0	0	0.225548902195609	3	4	2	3	6	1	3
4	1	2	2	1.77777777777778	1.66666666666667	1.5	-99	-99	-99	0	0	0	-99	-99	-99	-99	18	12	14	0	0	0	-99
8	1	6	6	1	1	2	-99	-99	-99	0	0	0	-99	-99	-99	-99	1	3	1	0	0	0	-99
20	1	3	3	1	2	1.75	-99	-99	-99	0	0	0	-99	-99	-99	0.225548902195609	1	1	4	0	0	0	0
2	0	6	6	2	1	2	2	3	2	0	0	0	0.5	0	0	-0.774451097804391	1	1	1	2	1	1	0
15	1	6	6	1.83333333333333	1.33333333333333	1.8	1.5	1	1.5	0	0	0	0	0	0	0.225548902195609	6	3	5	4	4	4	0
