3	3	1	6	3	3	2	3	3	3	0	0	0	0	1	0	2	1	1	1	3	3	4	4	4	3	2	2	3	2	2	4	4	4	3	3	3	5	6	6	4	5	5	5	4	4	5	3	3	3	3
2	7	1	6	2	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99	2	0	0	0	3	4	4	4	4	3	3	1	2	1	2	3	4	4	4	3	3	5	5	5	5	7	6	7	4	3	4	3	3	3	2
2	15	1	6	2	3	2.5	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	6	6	5	5	6	4	6	6	4	6	-99	-99	-99	-99
2	11	0	1	3	3	3	-99	1.5	1	0	0	0	-99	0	0	2	0	2	1	2	2	4	4	4	1	2	1	2	2	2	3	3	3	4	4	4	3	4	6	4	6	6	5	2	1	7	2	3	3	3
4	5	0	2	2	2.5	2.5	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	7	6	6	5	6	6	6	5	5	6	-99	-99	-99	-99
2	19	0	5	2	3	2	1.5	1.5	1.5	0	0	0	0	0	0	2	2	4	2	2	4	4	4	4	4	4	3	3	2	3	4	4	4	4	4	4	7	5	7	7	7	7	7	6	4	7	2	3	3	3
2	18	1	5	1.5	1	1.5	1	2	1.5	0	0	0	0	0	0	1	3	3	2	3	4	4	4	4	3	3	1	2	2	3	4	3	3	3	3	3	5	4	6	6	6	6	4	4	5	6	3	3	2	3
2	11	0	1	2.28571428571429	2.5	2.5	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	4	6	4	6	7	6	6	1	1	5	-99	-99	-99	-99
3	4	1	2	2.33333333333333	2.5	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	6	7	7	7	7	6	6	3	1	6	-99	-99	-99	-99
2	5	0	2	2	2.33333333333333	2.5	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	4	4	4	3	3	3	3	4	4	3	-99	-99	-99	-99
2	10	1	3	3	3	1	2	2	2	0	1	0	0	0	0.25	2	2	4	4	3	3	3	3	4	3	3	2	3	3	3	3	3	3	3	3	3	6	7	6	6	6	6	6	4	5	6	3	3	3	3
12	18	1	5	1.5	1.25	1.25	-99	-99	-99	0	0	0	-99	-99	-99	1	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	7	7	5	5	7	4	7	2	1	7	-99	-99	-99	-99
2	10	1	3	3	3	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	6	5	4	6	4	6	4	3	6	-99	-99	-99	-99
2	11	0	1	2	1.75	3	1.5	2	-99	0	0	0	0	0	-99	2	2	3	0	3	4	4	4	4	3	2	1	3	2	3	4	3	3	2	3	4	7	7	7	7	7	7	7	6	2	7	3	3	3	4
2	4	1	2	1	1	2	3	2	1	0	0	0	0	0	0	1	1	1	1	3	4	3	4	4	3	3	2	3	3	2	4	4	3	4	4	4	6	6	5	6	6	6	6	1	1	6	2	4	3	2
2	19	0	5	1.5	1	1	0.666666666666667	1	0.666666666666667	0	0	0	0	0	0	2	3	2	3	4	4	4	4	4	4	3	3	3	4	4	4	3	3	3	3	3	7	7	1	7	7	7	1	7	7	4	3	4	3	4
4	3	1	6	2.75	1	2	2	2.33333333333333	2.25	0	0	0	0.4	0.333333333333333	0.5	2	5	3	4	3	4	4	4	4	3	2	1	2	1	3	4	4	3	3	4	2	5	7	6	4	5	6	4	6	6	7	1	1	2	2
2	12	1	4	1	1	1.44444444444444	1	2	1.33333333333333	0	0	0	0	0	0	2	3	1	3	3	3	3	4	4	3	2	2	3	3	3	2	2	3	4	3	4	7	7	6	4	6	7	5	3	2	7	3	3	3	2
1	20	1	3	3	2	3	-99	-99	3	0	0	0	-99	-99	0	2	0	0	1	2	3	4	4	3	3	3	2	3	2	3	2	3	2	2	3	3	6	7	5	6	2	3	4	5	4	5	3	3	4	3
4	4	1	2	2.5	3	1.5	2	2.5	1.33333333333333	0	0	0	0	0.5	0	1	1	2	3	3	3	2	3	2	3	2	3	1	1	3	2	2	3	3	2	3	4	4	5	5	6	4	5	3	4	4	3	3	-99	2
5	13	0	6	2.125	1	1.33333333333333	3	1.66666666666667	2	0	0.2	0	0	0	0	2	1	3	1	3	3	2	3	4	2	2	1	2	2	2	3	3	3	2	3	3	5	4	6	1	6	2	6	2	2	6	2	2	2	2
2	15	1	6	3	3	1.33333333333333	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	4	5	5	2	4	3	5	3	4	7	-99	-99	-99	-99
4	1	0	6	1.75	1.66666666666667	3	2.66666666666667	2.66666666666667	2.5	0	0	0	0.5	0.333333333333333	0.75	2	6	3	4	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	3	5	5	4	4	5	5	5	3	3	6	3	3	3	3
2	12	1	4	2.5	1	1	2.33333333333333	2.5	2	0	0	0	0	0	0	1	3	2	2	3	4	3	4	4	4	2	2	3	3	4	4	4	3	4	4	3	5	5	3	4	4	4	5	3	3	5	2	2	2	2
2	10	1	3	1.5	1	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	4	4	6	5	4	4	5	4	2	4	-99	-99	-99	-99
2	16	1	5	2.25	2	3	3	1.75	2.33333333333333	0	0	0	0	0	0	2	1	4	3	2	3	4	4	4	4	3	2	2	2	4	4	4	3	3	4	2	5	5	7	5	7	4	6	4	5	7	3	3	2	3
2	16	1	5	2	2.5	2.25	1.33333333333333	1	2.5	0	0	0	0	0	0	2	6	3	2	3	3	3	3	4	3	2	2	2	2	2	4	4	4	4	4	4	5	6	6	5	3	2	4	2	2	7	2	3	2	2
2	20	1	3	0.5	1	-99	1	1.33333333333333	1	0	0	-99	0	0.333333333333333	0	2	1	3	2	1	3	2	1	1	1	1	2	2	2	1	1	2	1	1	2	1	6	6	7	6	6	6	6	6	4	7	1	1	1	1
2	14	0	2	2	2	3	1.42857142857143	1	1.75	0	0	0	0.571428571428571	0	0	2	7	4	4	3	3	3	3	4	3	3	2	3	2	3	2	3	3	3	3	2	6	6	6	4	5	6	5	5	3	4	2	3	3	2
4	11	0	1	3	3	3	2.5	2	3	0	0	0	0	0.25	0	2	4	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	5	5	5	5	6	6	7	5	4	6	2	3	2	3
2	17	1	5	2.5	1	1	2	1	1	0	0	0	0	0.333333333333333	0	1	1	3	2	3	3	3	2	3	2	2	2	2	2	2	3	4	3	4	4	4	5	5	2	-99	3	3	5	3	4	4	2	2	2	2
2	16	1	5	3	2.5	2.5	3	2.16666666666667	1.75	0	0	0	0	0.166666666666667	0	2	1	6	4	2	3	2	3	4	3	3	2	3	3	3	3	3	2	3	3	3	7	6	6	7	7	7	7	7	5	7	3	3	3	3
2	7	1	6	2.4	1.625	2.25	2.5	1.8	3	0	0	0	1	0.6	1	2	2	5	1	3	3	3	3	4	4	3	2	3	3	3	3	3	3	3	3	2	4	5	3	3	7	7	7	2	1	5	3	3	3	3
2	11	0	1	1	1.5	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	7	4	2	3	6	6	2	4	6	-99	-99	-99	-99
4	17	1	5	2	3	1.66666666666667	2.5	1.5	2	0	0	0	0	0	0	1	2	2	1	2	2	2	2	2	3	1	1	2	1	3	2	3	2	2	2	3	3	3	6	7	7	7	7	2	1	7	2	2	2	2
3	5	0	2	3	-99	-99	1.16666666666667	1	1	0	-99	-99	0.5	0.75	1	2	6	4	1	3	3	3	4	4	3	2	1	3	3	2	3	3	3	3	3	2	4	5	6	6	4	4	3	2	2	6	2	2	2	2
2	15	1	6	0.5	1	0.75	1.25	1	1	0	0	0	0	0	0	2	4	3	2	3	3	3	3	3	3	2	2	2	2	3	2	2	2	2	3	3	4	4	4	4	7	4	4	4	3	7	2	2	2	2
2	4	1	2	1.66666666666667	1.6	1.33333333333333	3	2	1	0	0	0	0	0.5	0	2	1	2	6	3	4	4	4	4	3	2	2	3	3	3	4	4	2	3	4	3	7	6	7	6	7	7	6	4	5	6	3	3	3	1
2	14	0	2	1.85714285714286	1.33333333333333	2	1.75	2	1.66666666666667	0.142857142857143	0	0	0	0.2	0	2	4	5	3	3	3	4	4	4	4	3	3	2	2	3	2	3	3	3	3	4	6	6	6	6	7	3	7	5	5	7	3	3	3	3
2	9	0	4	3	1.5	3	2	3	2.5	0	0	0	0	0	0	1	1	1	4	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	4	4	7	4	6	6	6	3	3	7	3	3	2	2
3	10	1	3	2	3	1.33333333333333	3	2	-99	0	0	0	0	0	-99	1	1	1	0	3	3	4	3	4	3	3	1	2	2	3	3	2	2	2	3	3	4	3	5	5	7	4	4	1	1	7	3	3	3	3
2	5	0	2	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	3	1	6	2	2	2	3	3	3	0	0	0	1	1	0	2	1	1	1	2	3	3	3	3	3	1	1	3	3	2	3	1	2	3	3	3	5	4	4	4	5	4	6	4	5	5	3	3	3	4
2	17	1	5	1.85714285714286	1.66666666666667	1.66666666666667	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	5	3	4	6	6	4	4	4	5	-99	-99	-99	-99
2	5	0	2	1	3	2	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	6	3	1	1	1	1	1	1	6	-99	-99	-99	-99
3	10	1	3	1.5	1.5	1	1.5	1	1.25	0	0	0	0	0	0	2	2	2	4	3	3	3	3	3	4	4	3	4	3	3	4	4	3	3	3	4	4	5	6	3	4	3	5	2	1	6	4	3	4	4
4	10	1	3	1	1	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	7	7	6	7	6	6	6	6	5	6	-99	-99	-99	-99
2	20	1	3	1.44444444444444	1.5	1.33333333333333	2.33333333333333	2	3	0	0	0	0	0	0	2	6	3	1	3	4	3	4	4	4	2	3	3	2	3	2	2	3	2	2	3	5	6	4	6	6	5	3	2	2	5	2	2	3	1
2	18	1	5	2.25	1	1.33333333333333	1.125	1.66666666666667	1.2	0	0	0	0.25	0.333333333333333	0	2	8	6	5	4	4	4	4	4	4	2	1	3	3	3	4	4	3	4	4	4	7	7	7	7	7	7	7	3	5	7	3	4	3	4
4	16	1	5	1.66666666666667	3	2	2	1.75	1.33333333333333	0	0	0	1	0	0	2	1	4	3	2	4	3	3	4	3	2	2	3	4	3	3	3	4	3	4	4	1	6	5	2	5	5	3	2	3	7	3	4	2	3
2	13	0	6	1.33333333333333	1.22222222222222	-99	0.833333333333333	1	0.75	0	0	-99	0	0	0	2	6	4	4	3	3	3	4	4	3	2	2	2	3	3	3	3	3	4	3	3	5	5	4	4	7	5	5	4	4	5	3	3	3	3
2	7	1	6	1.45454545454545	1.44444444444444	2	1	1	1	0	0	0	1	0.666666666666667	0.5	1	3	3	2	3	3	3	4	4	3	2	1	2	2	2	3	3	2	4	4	4	4	5	4	4	5	5	7	2	1	4	3	3	3	3
2	7	1	6	3	3	2	2.5	1.5	3	0	0	0	1	0.5	1	2	2	2	1	3	3	3	3	3	4	3	2	2	2	3	3	3	3	3	3	4	5	4	6	6	6	6	3	5	4	7	3	3	3	3
2	6	0	2	1.5	1	2	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	3	4	4	5	6	5	6	5	5	5	-99	-99	-99	-99
2	8	1	6	1.33333333333333	3	1	3	3	3	0	0	0	0	0	1	1	1	1	1	3	3	2	3	4	4	3	2	3	3	4	3	3	3	3	4	4	6	6	6	4	2	6	6	4	5	7	2	3	3	3
2	12	1	4	2	3	2.5	3	2	2	0	0	0	0	0	0	2	1	1	1	-99	-99	-99	-99	4	3	-99	-99	1	-99	-99	2	2	2	2	3	2	7	7	7	7	7	7	7	7	7	7	-99	-99	-99	-99
2	19	0	5	2.5	1.85714285714286	1.66666666666667	1.75	2	2	0	0	0	0	0	0	2	8	4	3	3	4	2	4	4	4	2	1	4	3	3	3	3	4	4	4	4	7	7	6	5	6	5	6	6	5	6	3	3	3	4
2	8	1	6	1.33333333333333	2	2.33333333333333	1	2	1.5	0	0	0	0	0	0	1	1	1	2	1	4	4	4	4	4	2	1	4	3	3	2	3	2	3	3	3	5	3	6	4	7	5	7	3	1	7	2	1	2	1
2	10	1	3	2.42857142857143	2.16666666666667	2.125	2.33333333333333	1.4	1.66666666666667	0	0	0	0.166666666666667	0.2	0.333333333333333	2	6	5	3	4	4	4	4	4	4	2	3	3	2	3	3	4	4	4	4	4	6	7	6	1	4	7	7	6	4	7	2	2	2	4
2	13	0	6	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	12	1	4	3	3	3	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	7	6	7	7	7	5	7	4	2	7	-99	-99	-99	-99
8	5	0	2	2.2	1.8	1.6	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	5	2	6	6	6	3	4	3	4	-99	-99	-99	-99
2	3	1	6	1	1.33333333333333	1.16666666666667	1.66666666666667	1.125	1	0	0	0	0	0.125	0	2	3	8	4	3	3	3	3	3	4	2	1	3	2	2	3	3	3	3	3	3	3	5	5	4	-99	7	-99	2	2	4	3	3	3	3
2	2	0	6	-99	-99	1.2	-99	2	-99	-99	-99	0	-99	0	-99	1	0	3	0	4	4	4	4	4	4	4	3	3	3	3	4	3	3	3	3	3	7	7	6	6	7	7	7	5	5	5	4	4	4	4
2	4	1	2	1.42857142857143	1.16666666666667	1.41666666666667	1.375	1	1.42857142857143	0	0	0	0	0.1	0	2	8	10	7	3	3	3	3	4	3	2	2	3	2	3	3	3	3	4	3	3	6	6	3	4	6	5	5	2	1	6	2	2	2	3
3	2	0	6	2.16666666666667	1.5	1.5	1.4	1.55555555555556	1	0	0	0	0	0	0	2	5	9	1	3	3	3	3	4	3	2	2	3	2	2	3	2	2	3	3	4	5	5	4	3	6	5	5	4	3	7	2	2	2	3
2	13	0	6	1	0.666666666666667	1.33333333333333	2	-99	1.66666666666667	0	0	0	0	-99	0	2	2	0	3	3	3	3	4	4	3	3	1	2	1	2	2	1	2	-99	2	2	5	5	3	2	5	2	6	5	1	7	2	2	2	3
2	1	0	6	2.16666666666667	1.66666666666667	1.8	3	1.66666666666667	1.25	0	0	0	0	0.333333333333333	0	2	1	3	8	3	3	3	4	4	3	3	2	3	3	3	3	3	3	3	3	3	6	6	5	6	7	6	7	3	3	4	2	3	2	2
5	3	1	6	1.75	1	1	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	7	6	7	7	6	7	2	3	5	7	-99	-99	-99	-99
2	6	0	2	3	3	3	3	2.25	3	0	0	0	0	0	0	2	1	4	1	3	3	2	3	3	3	2	2	2	3	2	4	3	3	3	3	3	7	4	5	3	3	3	2	6	4	7	3	3	3	2
2	14	0	2	1.5	2.5	1	2.66666666666667	2	1.33333333333333	0	0	0	0.333333333333333	0	0	2	3	1	3	3	3	3	4	4	3	3	1	3	2	3	3	3	3	3	3	3	4	4	3	3	4	4	4	3	5	4	3	3	3	3
2	10	1	3	2	2.5	3	1.42857142857143	1	1	0	0	0	0	0	0	0	7	1	1	3	3	3	3	3	2	3	2	2	1	4	2	2	1	3	3	2	3	5	4	5	7	5	6	3	2	3	1	2	2	1
2	8	1	6	2.5	2.5	1.77777777777778	2.5	2.33333333333333	2	0	0	0	1	0.666666666666667	1	1	2	3	1	3	4	4	4	4	3	2	1	2	2	2	2	2	2	4	3	2	5	4	5	4	7	6	7	5	6	7	2	2	3	3
2	19	0	5	2.5	2.5	2	2.75	2.25	1.5	0	0	0	0.5	0	0	2	4	4	2	3	4	4	4	4	4	2	3	4	3	4	3	3	3	2	4	3	7	7	7	7	7	7	7	6	6	7	3	3	3	4
2	19	0	5	2.33333333333333	1.5	1.5	1.5	2	1	0	0	0	0.25	0	0	2	4	1	1	3	3	3	4	3	3	2	1	2	2	3	3	4	2	3	4	1	5	4	6	5	7	4	6	2	6	6	2	1	1	3
2	9	0	4	2.25	3	2	2	1.5	2	0	0	0	0.4	0.25	0.5	2	5	4	2	2	4	3	3	4	4	2	2	1	3	3	3	4	4	4	4	4	4	6	6	3	2	2	6	1	1	4	3	3	3	2
2	19	0	5	3	3	2.16666666666667	3	3	2.33333333333333	0	1	0	0	0	0	1	1	1	3	2	3	3	3	4	4	1	2	3	2	3	3	3	2	4	4	3	5	7	6	5	6	4	6	3	2	7	2	3	3	2
2	17	1	5	-99	1.5	1	-99	1	1	-99	0	0	-99	0	0	2	0	4	4	3	4	4	4	4	3	2	2	3	3	3	3	2	3	2	3	3	4	4	5	5	7	6	6	4	3	7	3	4	3	3
3	20	1	3	1.5	1.6	1.66666666666667	1.6	2.2	3	0	0	0	0	0	0	2	5	5	2	3	3	4	3	4	3	3	2	3	2	3	3	3	2	4	4	4	5	6	6	3	7	7	5	2	1	7	3	3	3	3
3	10	1	3	3	1.33333333333333	1.5	3	2	3	0	0	0	0	0	0	2	1	1	1	3	3	3	3	4	3	2	2	3	2	3	4	3	2	2	4	3	6	6	7	7	7	1	7	7	6	7	2	2	2	3
2	4	1	2	1.33333333333333	1	1	1	2	2	0	0	0	0	0	0	2	1	3	1	3	3	3	3	4	3	2	3	3	3	2	3	2	2	4	2	3	4	5	7	5	6	4	7	5	4	5	3	3	3	3
2	20	1	3	2.16666666666667	1.5	1.25	1.2	1.25	1.16666666666667	0	0	0	0	0	0	2	5	8	6	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	3	5	5	5	4	4	4	3	4	3	2	2	2	3	3
2	7	1	6	3	3	3	3	2	2.66666666666667	0	0	0	1	0.5	0	2	1	2	3	3	3	3	4	4	4	3	3	4	3	4	3	4	4	4	4	3	7	7	7	7	7	7	7	6	7	7	3	2	3	3
7	11	0	1	2.66666666666667	1.66666666666667	1	2	1	1.33333333333333	0	0	0	0	0	0	2	3	3	3	2	3	3	3	4	4	2	2	3	2	3	3	2	3	3	3	3	5	5	6	6	4	3	3	4	3	6	2	2	2	3
-99	12	1	4	1.25	1	1	3	1.66666666666667	2	0	0	0	0	0	0	2	1	3	2	4	4	3	4	3	3	3	2	2	2	3	4	4	2	2	3	2	4	4	4	2	4	4	4	3	2	3	2	2	2	3
1	17	1	5	-99	1.66666666666667	-99	2	1.66666666666667	2	-99	0	-99	0	0	0	1	3	3	1	2	4	3	4	4	3	2	2	3	2	3	3	3	2	2	3	2	3	4	5	4	7	7	6	4	3	5	2	3	2	3
2	12	1	4	2.4	2.25	1.8	1.33333333333333	-99	-99	0	0	0	0	-99	-99	2	3	0	0	3	4	3	4	4	3	2	2	3	3	3	3	3	2	3	3	2	6	6	5	5	7	4	7	2	3	7	3	-99	-99	3
2	4	1	2	3	2	2	3	2	3	0	0	0	0	0	0	1	1	1	1	2	3	4	4	4	3	2	2	3	3	3	3	4	3	4	4	4	6	6	7	6	6	6	5	6	4	4	3	3	3	4
2	12	1	4	1.5	3	3	3	2.5	3	0	0	0	0	0	0	1	2	2	1	2	4	3	4	4	3	1	1	1	1	3	3	3	3	3	3	3	7	7	7	6	6	7	7	4	5	1	2	3	3	3
3	16	1	5	2	2	2	3	1	3	0	0	0	0	0	0	1	1	3	1	3	3	3	3	3	3	2	2	3	2	2	2	2	2	3	3	2	4	5	7	5	5	5	4	4	4	4	3	3	2	3
2	16	1	5	1.66666666666667	2	1.66666666666667	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	5	3	3	3	2	3	5	5	3	-99	-99	-99	-99
2	17	1	5	-99	3	0	-99	-99	-99	-99	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	2	5	5	7	7	5	5	3	7	-99	-99	-99	-99
2	18	1	5	2	1.5	2	2.5	2.66666666666667	1	0.5	0	0.25	0.5	0.666666666666667	1	2	4	3	1	3	3	3	4	4	3	3	2	3	3	3	2	2	3	3	3	4	5	4	7	7	7	7	7	3	3	7	3	3	3	3
2	6	0	2	1.5	2	2	-99	-99	-99	0	0	0	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	5	6	3	7	5	5	2	2	7	-99	-99	-99	-99
2	10	1	3	1.75	1.33333333333333	1.25	-99	1.5	1.66666666666667	0	0	0	-99	0	0.333333333333333	2	0	4	3	3	3	2	3	3	3	2	2	2	2	2	4	4	3	4	4	2	7	6	-99	3	6	4	4	6	5	4	3	3	3	3
2	4	1	2	3	3	-99	2	2	3	0	0	-99	0	0	0	2	1	2	1	3	4	4	4	4	4	3	2	3	3	3	4	4	4	4	4	3	6	6	6	5	6	5	6	4	4	7	3	4	3	3
4	2	0	6	2.25	1.6	1.8	3	3	2.5	0	0	0	1	1	1	2	1	1	2	3	4	4	4	4	4	2	1	4	3	3	3	3	3	3	3	3	5	4	6	5	6	5	7	4	1	7	2	2	2	3
4	14	0	2	1.8	1.33333333333333	1.6	2.33333333333333	2.2	1	0	0	0	0	0	0	2	3	5	1	2	3	3	3	4	3	1	2	2	3	3	4	3	2	3	4	3	6	6	7	6	5	7	4	5	3	6	2	2	2	3
2	6	0	2	2	1.16666666666667	1.66666666666667	-99	1.4	1.75	0	0	0	-99	0	0	1	0	10	4	3	3	3	4	4	4	2	3	3	3	3	4	4	3	3	4	2	6	6	5	5	7	5	5	2	4	7	3	3	2	3
2	20	1	3	2	-99	-99	2.33333333333333	-99	-99	0	-99	-99	0	-99	-99	1	3	0	0	3	4	3	4	4	3	2	2	3	3	3	4	2	3	3	4	4	7	6	6	6	6	7	7	5	4	7	4	4	4	4
