14	0	2	2	0	0	0	1	0	0.333333333333333	1	2.75	2	2.16666666666667	3	3	3	119	91.3333333333333	96.3333333333333
16	1	5	5	0	0	0	0	0	-99	0	-99	1	-99	1	1	0	615	439	-99
11	0	2	1	0.0909090909090909	-99	0	0.2	0	0	0	3	2	2.66666666666667	5	2	1	408.2	290.5	451
17	1	6	5	0	0	0	-99	-99	-99	0	-99	2	-99	0	0	0	-99	-99	-99
10	1	4	3	0	0	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
14	0	2	2	0	0	0	0	0	0	0	2.75	2	2.5	2	2	1	157.5	149	80
18	1	6	5	0	0	0	0	0	0	0	2.5	2	2.83333333333333	1	1	1	906	1038	370
14	0	2	2	0	0	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
12	1	4	4	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
3	1	6	6	0	0	0.333333333333333	1	1	0	0	3	2	2.5	1	1	1	1489	749	288
4	1	2	2	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
8	1	6	6	0	0	0	0	0	0	0	2.75	1	2.33333333333333	1	1	1	581	482	428
16	1	5	5	0	0	0.166666666666667	0	0	0	1	2.5	2	2.5	1	5	3	482	220	254.666666666667
11	0	2	1	0	0	0	-99	0	0	2	3	2	2.66666666666667	0	2	1	-99	125.5	458
11	0	2	1	0	0	0	0	0	0	1	2.5	1	2.83333333333333	1	1	1	250	195	210
9	0	2	4	0	0	0	0.25	0	0	1	3	2	2	4	3	1	203.5	200.666666666667	477
15	1	6	6	0	0	0	0	0	0	1	2.75	2	2	6	6	5	156.666666666667	148.166666666667	246.4
15	1	6	6	0	0	0	0	0	0	0	2.75	2	2.66666666666667	4	5	1	274.25	281.8	288
9	0	2	4	0	0	0	1	0.166666666666667	0.428571428571429	3	2.5	2	2.16666666666667	1	6	7	472	222.666666666667	321.428571428571
4	1	2	2	0	0	0	0.333333333333333	0.5	0.333333333333333	0	3	2	3	3	2	3	277.666666666667	340.5	419
18	1	6	5	0	0	0	0	-99	0	3	2.25	2	2	1	0	4	932	-99	245.5
1	0	6	6	0	0	0	-99	0	0	0	2	2	1.5	0	3	3	-99	165.333333333333	75
11	0	2	1	0	0	0	0	0	0	3	2	2	2.16666666666667	2	1	2	344.5	619	285
17	1	6	5	0	0	0	1	-99	1	2	2.75	2	2.66666666666667	2	0	1	443.5	-99	565
20	1	3	3	0	0	0	0	0	0	3	3.75	2	3.16666666666667	1	13	3	1849	235.076923076923	322
3	1	6	6	0	0	0	1	0.333333333333333	0	0	2.5	2	2.33333333333333	1	3	1	525	155.333333333333	520
1	0	6	6	0	0	0	1	1	0	1	3	2	2.66666666666667	1	1	1	234	456	268
3	1	6	6	1	0	-99	1	1	0	3	3	2	3	1	1	1	1136	586	733
19	0	6	5	0	0	0	-99	-99	-99	0	-99	2	-99	0	0	0	-99	-99	-99
19	0	6	5	0	0	0	0	0	0	1	3	2	2.83333333333333	3	2	1	463.333333333333	464.5	687
15	1	6	6	0	0	0	-99	0	0	0	1.75	2	1.66666666666667	0	2	1	-99	95	163
3	1	6	6	0	0	0	0	0	0.142857142857143	3	2.75	2	2.66666666666667	8	11	7	31.25	42.6363636363636	42.5714285714286
6	0	3	2	0	0	0	0	0	0	0	2.25	2	3	2	2	1	110	76.5	108
1	0	6	6	0	0	0	1	0	1	0	2.75	1	2.5	1	1	1	455	200	444
3	1	6	6	0	0	0	0	0	0	0	2.25	2	1.83333333333333	1	1	1	382	291	345
15	1	6	6	0	0	0	-99	-99	-99	2	-99	2	-99	0	0	0	-99	-99	-99
21	0	4	2	0	0	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
15	1	6	6	0	0	0	0	0	0	3	3	2	2.16666666666667	3	1	1	253.333333333333	456	304
9	0	2	4	0	-99	1	1	0.333333333333333	0.5	1	3	2	2	3	3	2	153	138.666666666667	201
12	1	4	4	0	0	0	0	1	0	0	2	2	2.66666666666667	1	1	1	917	653	521
19	0	6	5	0	0.125	0	-99	-99	-99	3	-99	2	-99	0	0	0	-99	-99	-99
13	0	6	6	0.25	0	0	0	0	0	1	2	2	2.16666666666667	2	1	1	333.5	99	92
18	1	6	5	0	0	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
13	0	6	6	0	0	0	-99	-99	-99	2	-99	2	-99	0	0	0	-99	-99	-99
4	1	2	2	0	-99	-99	0.25	0	0	1	3.25	2	2.33333333333333	4	2	3	176.25	195	37
8	1	6	6	0.166666666666667	0	0	0	0.142857142857143	0.166666666666667	0	2.75	1	3.16666666666667	5	7	6	404.6	236.571428571429	87
9	0	2	4	0	-99	-99	0	-99	-99	0	2.75	2	2.5	1	0	0	468	-99	-99
12	1	4	4	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
10	1	4	3	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
3	1	6	6	0	0	0	0.666666666666667	1	0	3	2	2	2.66666666666667	3	2	2	526.333333333333	986	156
5	0	3	2	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
10	1	4	3	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
5	0	3	2	0	0	0	0	0	0	0	2.25	2	1.83333333333333	1	4	5	300	99.25	136.6
16	1	5	5	0	0	0	0	-99	0	0	3	2	3	1	0	1	96	-99	125
-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
1	0	6	6	0	0	0	0	0	0	3	3	2	2.33333333333333	2	2	1	305	354	406
7	1	6	6	0	0	-99	0.5	1	0.5	2	2.75	2	2.66666666666667	2	2	2	527.5	507.5	98
2	0	6	6	0	0	0	0	0	0	0	2	1	2.16666666666667	1	2	4	987	605.5	219
6	0	3	2	0	0	0	0.142857142857143	0.25	0.25	2	2.5	2	2.33333333333333	7	4	4	145.428571428571	128.75	129
17	1	6	5	0	-99	-99	0	-99	-99	3	3.75	2	3.16666666666667	1	0	0	693	-99	-99
9	0	2	4	-99	0	0	1	0.4	0.666666666666667	3	2.5	2	2.5	1	5	6	489	168	147.4
8	1	6	6	0	0.2	-99	0.75	1	0	2	3.25	2	2.5	4	2	3	1227	1877	191
8	1	6	6	0	0	0	1	0.5	1	3	2.75	2	3.16666666666667	2	2	1	814.5	414	771
15	1	6	6	0	0	0	0	0	0	0	2	2	1.33333333333333	2	1	4	110	310	55
21	0	4	2	0	0	0	0	0	0	0	1.75	2	1.16666666666667	3	3	2	153.666666666667	107.666666666667	89.5
11	0	2	1	0	0	0	0	0	0	3	3.75	2	2.83333333333333	3	6	1	424.666666666667	339.5	510
4	1	2	2	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
8	1	6	6	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
20	1	3	3	0	0	0	-99	-99	-99	0	2	2	2	0	0	0	-99	-99	-99
2	0	6	6	0	0	0	0.5	0	0	0	3	1	2.5	2	1	1	357	432	218
15	1	6	6	0	0	0	0	0	0	0	3.5	2	2.66666666666667	4	4	4	131.75	95.5	115
9	0	2	4	0	0	0	1	0	0	0	2.5	2	2.33333333333333	1	1	1	142	130	117
6	0	3	2	0	0	0	0	0	0	0	3.75	2	1.5	4	2	2	56.25	201	149.5
6	0	3	2	0	0	0.5	1	0	0	1	3	2	2.66666666666667	1	3	3	252	158.333333333333	76
13	0	6	6	0	0	0	0.25	0	0	1	3	2	2.83333333333333	4	4	5	222.75	222.25	161.333333333333
10	1	4	3	0	0	0	0	0.166666666666667	0	0	2.25	2	2.33333333333333	5	6	3	449	390.166666666667	433
10	1	4	3	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
15	1	6	6	0	0	0	0	1	0	1	2	2	2.5	1	1	2	1045	919	219
20	1	3	3	0	0	0	0	0	0	1	3.25	2	2.33333333333333	2	3	2	441	292.666666666667	114
17	1	6	5	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
7	1	6	6	0	0	0	0	0	0	3	3	2	2.5	2	3	3	321	165.666666666667	102
10	1	4	3	0	0	-99	-99	-99	-99	0	1	2	1	0	0	0	-99	-99	-99
16	1	5	5	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
1	0	6	6	0	0	0	1	-99	-99	3	3	2	3.66666666666667	2	0	0	487.5	-99	-99
14	0	2	2	0	0	0	0	0	0	0	3	2	2.16666666666667	7	5	5	132.714285714286	308.2	171.2
14	0	2	2	1	0	0	0.142857142857143	0	0	0	3	1	2.8	7	3	5	221.142857142857	404.666666666667	99
14	0	2	2	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
11	0	2	1	0	0	0	0	0	0	1	3	2	2.66666666666667	1	1	1	396	262	288
21	0	4	2	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
19	0	6	5	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
1	0	6	6	0	0	0	1	0.5	0	3	3	2	3.16666666666667	1	2	1	141	99.5	436
6	0	3	2	0	0	0	0	0.5	0	1	2.25	2	3	4	2	2	401.25	437.5	148
5	0	3	2	1	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
2	0	6	6	0	0.142857142857143	0	0	0.5	0	0	3	2	2	1	2	1	44	208.5	48
3	1	6	6	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
9	0	2	4	-99	0	0	0	0	0	1	2.75	1	2.33333333333333	4	1	3	229.5	457	93
8	1	6	6	1	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
5	0	3	2	0	0	0	0	0	0	2	2.5	2	3.33333333333333	4	2	1	116	186.5	183
16	1	5	5	0	0	0	0	0	0	1	3.25	1	3.16666666666667	2	5	3	605.5	179.6	294
4	1	2	2	0	0	0	0	0	0	0	3	2	2.83333333333333	2	2	1	280.5	233.5	142
17	1	6	5	0	0	0	0	0.2	0	3	2.5	2	2.83333333333333	2	5	1	256	110.2	95
17	1	6	5	0	1	0.5	0.5	0.5	0.2	3	3	2	2.83333333333333	4	4	5	393	234.75	281
10	1	4	3	0	0	0	-99	-99	-99	1	3	1	2	0	0	0	-99	-99	-99
3	1	6	6	0	0	0	1	1	1	0	2.75	2	2.16666666666667	3	1	2	288.333333333333	677	285.5
9	0	2	4	1	0	0	0	0.333333333333333	0	1	2.75	2	2.83333333333333	1	3	1	518	85.3333333333333	214
6	0	3	2	0	0	0	0.666666666666667	0.666666666666667	1	0	2.75	2	2.4	3	3	1	155.333333333333	202	258
16	1	5	5	0	1	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
15	1	6	6	0	0	0	0	0	0	0	3.25	2	2.33333333333333	1	3	1	872	396	760
3	1	6	6	0	0	0	1	-99	0	0	3.5	1	4	2	0	1	1022.5	-99	671
20	1	3	3	0	0	-99	-99	0	0	1	2.75	1	3.5	0	1	1	-99	375	209
20	1	3	3	-99	0	0	0.2	0	0	3	3	2	2.83333333333333	5	2	1	601.8	657	778
4	1	2	2	0	0	0	0	0	0	0	2.25	2	1.16666666666667	1	1	3	307	405	79
15	1	6	6	0	0	0	0	-99	-99	1	1.75	0	1	1	0	0	155	-99	-99
16	1	5	5	-99	0	0	-99	0	-99	0	2.75	1	1.83333333333333	0	1	0	-99	90	-99
14	0	2	2	0	0	0	0	0	0.333333333333333	3	2.25	2	2.33333333333333	3	3	3	203.333333333333	353.666666666667	397.666666666667
13	0	6	6	0	0	0	0	0	0	0	1.5	1	2	3	1	1	328.666666666667	375	382
11	0	2	1	0	0	0	0	0	0	1	3	1	2.66666666666667	1	1	1	301	147	131
3	1	6	6	1	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
8	1	6	6	1	0	0	1	1	1	3	3.5	2	2.5	1	1	1	1052	1021	954
21	0	4	2	1	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
16	1	5	5	0	0	0	-99	-99	-99	0	2.75	2	2.5	0	0	0	-99	-99	-99
20	1	3	3	0	0	0	0.5	0	1	2	3	2	2.66666666666667	6	1	1	170.166666666667	818	607
4	1	2	2	0	0	0	1	1	1	0	3	2	2.83333333333333	3	1	1	493	959	1137
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99
20	1	3	3	0	0	0	1	1	0	3	3	2	2.66666666666667	3	1	1	442.333333333333	958	337
7	1	6	6	0.125	0	0	0	0	0	0	2.75	2	2.16666666666667	2	2	3	163	96	103.333333333333
19	0	6	5	0	0	0	-99	0	0	1	3.75	2	3.33333333333333	0	1	1	-99	902	659
20	1	3	3	0	0	0	1	0	0	3	3.75	2	3	3	1	2	297	532	438
