12	1	4	1	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
15	1	6	1	0	0.166666666666667	0.142857142857143	0.6	1	0.333333333333333	1	3	1	2.5	5	2	3	179.6	205.5	90.6666666666667	1
16	1	5	1	-99	-99	-99	0	-99	0	0	3	1	2.66666666666667	1	0	1	83	-99	94	1
3	1	6	1	0	0	0	-99	-99	-99	0	-99	1	-99	0	0	0	-99	-99	-99	1
20	1	3	0	0	0	-99	0.333333333333333	-99	-99	0	3.75	1	3	3	0	0	371	-99	-99	1
7	1	6	1	0	0	0	1	1	1	0	2.25	1	2.66666666666667	1	1	1	824	704	624	0
1	0	6	1	0	0	0	0	0	0	0	1.5	1	2.4	1	2	1	882	390	364	0
10	1	4	0	0	0	0	-99	0	0	0	3	1	2.33333333333333	0	3	1	-99	260	583	0
1	0	6	1	0	0	0	-99	0	0	1	2.5	1	2.5	0	1	1	-99	163	122	0
9	0	2	1	-99	0	0	-99	0	0	1	2.75	1	2.33333333333333	0	2	1	-99	165.5	261	1
19	0	6	1	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
17	1	6	1	0	0	0	0.666666666666667	1	0.333333333333333	1	4	1	2.66666666666667	3	3	3	568.666666666667	346.666666666667	249.666666666667	1
1	0	6	1	0	0.2	-99	0.5	0.333333333333333	0	0	3.5	1	2.66666666666667	2	3	1	134	73.3333333333333	130	1
2	0	6	1	0	0	0	0	0	0	1	3.25	1	3	3	3	3	133	108.666666666667	76.6666666666667	1
16	1	5	1	0	0	0	0	0	0	1	2	1	2	1	1	1	343	220	169	1
19	0	6	1	-99	-99	-99	0	0	0	0	2.5	1	3.33333333333333	1	2	1	730	397	700	1
3	1	6	1	0	0	0	0	0	0	1	2.75	1	3	1	1	1	1217	731	605	1
3	1	6	1	0	0	0	0	1	0	0	3	1	2.33333333333333	1	1	1	934	1314	1009	1
7	1	6	1	0	-99	-99	-99	-99	-99	1	2.75	1	2	0	0	0	-99	-99	-99	1
15	1	6	1	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
11	0	2	0	0	0	0	-99	0	0	0	2.75	1	1.66666666666667	0	2	1	-99	170.5	489	1
5	0	3	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
19	0	6	1	0	0	0	0	0	0	1	2.75	1	3.16666666666667	2	4	2	150	216	173.5	1
18	1	6	1	0	0	0	0	0	0	0	2.75	1	2.33333333333333	3	3	2	184.666666666667	194.333333333333	84.5	0
11	0	2	0	0	0	0	-99	-99	-99	0	-99	0	-99	0	0	0	-99	-99	-99	0
4	1	2	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
5	0	3	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
10	1	4	0	0	1	0	0	0	0.25	1	3	1	2.83333333333333	2	4	4	917	446	451	1
18	1	6	1	0	0	0	-99	-99	-99	0	-99	1	-99	0	0	0	-99	-99	-99	0
10	1	4	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
11	0	2	0	0	0	0	0	0	-99	1	3.25	1	2.33333333333333	2	3	0	410	195.666666666667	-99	1
4	1	2	0	0	0	0	0	0	0	0	2.75	1	2.66666666666667	1	1	1	431	169	174	0
19	0	6	1	0	0	0	0	0	0	1	3.5	1	3.5	3	2	3	135	186	89.3333333333333	1
3	1	6	1	0	0	0	0.4	0.333333333333333	0.5	0	1.5	1	2	5	3	4	518.8	535.666666666667	331.25	1
12	1	4	1	0	0	0	0	0	0	1	2.75	1	2.66666666666667	3	1	3	120.333333333333	300	104.666666666667	1
20	1	3	0	0	0	0	-99	-99	0	1	3.25	1	2.66666666666667	0	0	1	-99	-99	409	1
4	1	2	0	0	0	0	0	0.5	0	0	2.66666666666667	1	2.16666666666667	1	2	3	358	219.5	143.333333333333	0
13	0	6	1	0	0.2	0	0	0	0	0	2	1	1.83333333333333	1	3	1	1367	855.666666666667	788	1
15	1	6	1	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
1	0	6	1	0	0	0	0.5	0.333333333333333	0.75	1	3	1	2.66666666666667	6	3	4	571.166666666667	683.666666666667	501.75	1
12	1	4	1	0	0	0	0	0	0	1	2	1	3	3	2	2	302	330	274.5	0
10	1	4	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99
16	1	5	1	0	0	0	0	0	0	1	2.75	1	2.83333333333333	1	4	3	932	270.75	278.666666666667	1
16	1	5	1	0	0	0	0	0	0	1	2.25	1	2.16666666666667	6	3	2	80.8333333333333	158.333333333333	227	1
20	1	3	0	0	0	-99	0	0.333333333333333	0	0	1	1	1.5	1	3	2	33	79.6666666666667	57	1
14	0	2	0	0	0	0	0.571428571428571	0	0	1	2.5	1	2.66666666666667	7	4	4	224.428571428571	371.5	206.25	1
11	0	2	0	0	0	0	0	0.25	0	0	2.5	1	2	4	4	2	369.75	272.75	329.5	1
17	1	6	1	0	0	0	0	0.333333333333333	0	0	2	1	2	1	3	2	247	130.333333333333	156.5	0
16	1	5	1	0	0	0	0	0.166666666666667	0	1	3	1	2.83333333333333	1	6	4	1763	236.333333333333	538	1
7	1	6	1	0	0	0	1	0.6	1	0	3	1	3	2	5	1	686.5	311.8	548	1
