3	1	6	6	2.625	2.66666666666667	1.66666666666667	3	3	2
5	0	3	2	2	1	1	-99	-99	-99
10	1	4	3	-99	-99	-99	-99	-99	-99
5	0	3	2	1	1	1	1	1.25	2
16	1	5	5	3	1	1	1	-99	1
-99	-99	-99	-99	1.66666666666667	1	1	-99	-99	-99
1	0	6	6	2	3	3	2	3	3
7	1	6	6	2	2	-99	3	3	2.5
2	0	6	6	3	2	1.54545454545455	3	3	1.5
6	0	3	2	2.16666666666667	3	2.5	1.85714285714286	1.75	2
17	1	6	5	3	-99	-99	3	-99	-99
9	0	2	4	-99	1	1	1	1	1.33333333333333
8	1	6	6	2.3	1.6	-99	3	3	1.66666666666667
8	1	6	6	2.125	1.6	1.33333333333333	3	2	3
15	1	6	6	2.5	2	2	1.5	2	1.25
21	0	4	2	2	1.2	1.25	1.66666666666667	1.33333333333333	1.5
11	0	2	1	2.66666666666667	1.75	2	2.66666666666667	2.5	2
4	1	2	2	1.77777777777778	1.66666666666667	1.5	-99	-99	-99
8	1	6	6	1	1	2	-99	-99	-99
20	1	3	3	1	2	1.75	-99	-99	-99
2	0	6	6	2	1	2	2	3	2
15	1	6	6	1.83333333333333	1.33333333333333	1.8	1.5	1	1.5
9	0	2	4	2	2	1	1	1	2
6	0	3	2	1.66666666666667	1	1.5	1	1.5	1
6	0	3	2	1.6	1.25	2	1	1.33333333333333	1.33333333333333
13	0	6	6	1.5	1.6	1.75	2	1.5	1
10	1	4	3	2.66666666666667	1.5	2	2.6	2.5	2.66666666666667
10	1	4	3	1.5	2	2.5	-99	-99	-99
15	1	6	6	2	3	3	2	3	1.5
20	1	3	3	-99	2	1.66666666666667	2.5	2.33333333333333	2
17	1	6	5	2.5	3	2.75	-99	-99	-99
7	1	6	6	1.5	2	2.5	2	1.66666666666667	1
10	1	4	3	3	0	-99	-99	-99	-99
16	1	5	5	1.75	3	3	-99	-99	-99
1	0	6	6	2.5	2	2	3	-99	-99
14	0	2	2	3	3	1.75	1.57142857142857	1.8	1.2
14	0	2	2	2	1	1.5	1.85714285714286	1.33333333333333	1
14	0	2	2	2	2	1.71428571428571	-99	-99	-99
11	0	2	1	2	2	2	2	2	3
21	0	4	2	2.25	3	2.5	-99	-99	-99
19	0	6	5	3	2	3	-99	-99	-99
1	0	6	6	3	3	3	1	1	2
6	0	3	2	2.6	2	1.5	2	1	1.5
5	0	3	2	3	3	1.66666666666667	-99	-99	-99
2	0	6	6	1	1.57142857142857	1.2	1	1.5	1
3	1	6	6	3	1.66666666666667	1	-99	-99	-99
9	0	2	4	-99	2	1.5	2	1	1.33333333333333
8	1	6	6	3	3	3	-99	-99	-99
5	0	3	2	1.5	2	1.33333333333333	1.25	2	2
16	1	5	5	3	3	2.5	2.5	2	2.33333333333333
4	1	2	2	3	2.33333333333333	1	1.5	2.5	2
17	1	6	5	2	1.5	2.14285714285714	2.5	1.4	1
17	1	6	5	3	3	2.5	2.5	2	2.2
10	1	4	3	1	3	3	-99	-99	-99
3	1	6	6	2.25	3	2.33333333333333	2.66666666666667	3	1.5
9	0	2	4	3	3	3	3	1.33333333333333	2
6	0	3	2	2.16666666666667	3	2	1.33333333333333	1.33333333333333	1
16	1	5	5	3	2	3	-99	-99	-99
15	1	6	6	3	3	3	3	1.66666666666667	3
3	1	6	6	3	3	3	3	-99	3
20	1	3	3	3	2	-99	-99	2	2
20	1	3	3	-99	3	3	3	2.5	3
4	1	2	2	3	3	3	2	2	2.33333333333333
15	1	6	6	1	2	3	1	-99	-99
16	1	5	5	-99	3	3	-99	1	-99
14	0	2	2	3	1.75	2	2.33333333333333	2	2.66666666666667
13	0	6	6	2	2.5	3	2.66666666666667	3	3
11	0	2	1	3	3	3	2	2	2
3	1	6	6	2	2	2	-99	-99	-99
8	1	6	6	3	2	2	3	3	3
21	0	4	2	3	3	3	-99	-99	-99
16	1	5	5	3	2	3	-99	-99	-99
20	1	3	3	3	3	3	2.33333333333333	3	3
4	1	2	2	2	3	2	2.33333333333333	2	3
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
20	1	3	3	3	3	3	3	3	3
7	1	6	6	2.25	1.2	1.5	2	2	1.66666666666667
19	0	6	5	3	3	3	-99	3	3
20	1	3	3	2	2	2	2	2	2
21	0	4	2	2.5	2.5	3	3	3	3
4	1	2	2	3	3	2	-99	-99	-99
14	0	2	2	3	3	2.25	2.66666666666667	3	3
12	1	4	4	3	2.5	1.66666666666667	2	1.5	2
6	0	3	2	3	3	3	3	3	-99
20	1	3	3	2	2	1	3	3	3
7	1	6	6	2	2	3	3	3	3
13	0	6	6	2.85714285714286	-99	-99	-99	-99	-99
11	0	2	1	2	2	1	2	1.5	2.5
8	1	6	6	-99	-99	-99	-99	-99	-99
2	0	6	6	2	2	2	2	2	2
6	0	3	2	2	2	-99	-99	-99	-99
14	0	2	2	3	2	2	3	2	2
14	0	2	2	2	2	2	3	2	2
14	0	2	2	-99	2	2	2	2	2.33333333333333
20	1	3	3	3	3	1.375	2.16666666666667	2	1.6
21	0	4	2	2.6	1.83333333333333	2	2	2	3
1	0	6	6	3	2	3	-99	-99	-99
16	1	5	5	3	3	3	3	3	3
14	0	2	2	2	2	2	3	1	3
5	0	3	2	3	3	3	-99	-99	-99
20	1	3	3	2.42857142857143	1.66666666666667	1.8	-99	-99	-99
6	0	3	2	2	1.5	1.16666666666667	-99	-99	-99
15	1	6	6	-99	2	-99	-99	-99	-99
11	0	2	1	1	3	3	3	3	2.33333333333333
10	1	4	3	2.5	1.8	2	-99	2.33333333333333	2
13	0	6	6	3	2.4	1.6	2	2.125	2.5
10	1	4	3	2.5	3	2.28571428571429	3	3	2.5
11	0	2	1	3	2	2	3	3	3
16	1	5	5	3	2	-99	3	2	1.25
3	1	6	6	3	2	2	3	2	3
16	1	5	5	2	2	1	2	1	1
17	1	6	5	1	1.6	1	3	1.9	1.5
18	1	6	5	-99	-99	-99	-99	-99	-99
2	0	6	6	2.5	2	3	-99	-99	-99
18	1	6	5	1.75	2	2	2	1.875	1.66666666666667
20	1	3	3	-99	-99	-99	-99	-99	-99
13	0	6	6	3	2.5	2.85714285714286	3	3	2.66666666666667
5	0	3	2	2.5	3	3	-99	-99	-99
5	0	3	2	-99	-99	-99	3	2	3
15	1	6	6	2	3	3	2	2	2
1	0	6	6	3	3	3	3	3	3
14	0	2	2	3	2	1.5	2	2	2
9	0	2	4	2	1.5	1.2	1.5	1.28571428571429	1
11	0	2	1	2.33333333333333	2	2	-99	3	2.33333333333333
19	0	6	5	2.33333333333333	2	2	2	3	2
14	0	2	2	2	1.75	1	1	1	1
8	1	6	6	1	2	1	-99	-99	-99
16	1	5	5	3	3	2.6	2.66666666666667	3	3
4	1	2	2	2.25	-99	-99	2.6	3	1.5
18	1	6	5	1.875	1.875	2.25	1.75	1.5	1.75
19	0	6	5	2.33333333333333	3	3	2	3	3
17	1	6	5	3	-99	-99	-99	-99	-99
17	1	6	5	3	3	2	2.5	2.16666666666667	2.2
5	0	3	2	1.71428571428571	3	3	1.5	2	1
17	1	6	5	2	3	2	2	2	2
7	1	6	6	-99	-99	-99	-99	-99	-99
2	0	6	6	2.5	2	2	3	2	2.25
12	1	4	4	2.25	3	3	3	2	3
-99	-99	-99	-99	3	3	3	3	2	3
2	0	6	6	-99	3	3	-99	-99	-99
2	0	6	6	2.75	3	3	3	2	3
2	0	6	6	-99	-99	-99	-99	-99	-99
5	0	3	2	2.66666666666667	2	1.22222222222222	2.25	2	1.2
17	1	6	5	3	-99	-99	2	2	2
12	1	4	4	3	3	3	-99	2	-99
7	1	6	6	-99	2	2	3	-99	3
14	0	2	2	1.33333333333333	2.25	1.85714285714286	3	2.66666666666667	3
7	1	6	6	2.4	-99	-99	3	3	-99
1	0	6	6	3	2	3	3	2	2
13	0	6	6	2	2	2	2	1	-99
18	1	6	5	3	3	3	2.625	2.75	2
8	1	6	6	2	3	2	3	3	-99
20	1	3	3	3	2	2	3	2	1
12	1	4	4	2	2	2	-99	-99	-99
10	1	4	3	2	2.33333333333333	2	3	2	2
19	0	6	5	3	3	3	-99	-99	-99
4	1	2	2	2.83333333333333	2.66666666666667	3	3	2.66666666666667	2.5
4	1	2	2	2	1.42857142857143	1.25	3	1.5	1.66666666666667
15	1	6	6	2	3	2	3	2	2
4	1	2	2	2	1	1	2	2.2	3
7	1	6	6	2.5	3	3	3	3	3
12	1	4	4	3	2.33333333333333	2.33333333333333	1.66666666666667	1.66666666666667	2
19	0	6	5	3	2	3	-99	-99	-99
4	1	2	2	2	2	2	-99	-99	3
3	1	6	6	3	3	3	3	3	3
7	1	6	6	3	3	3	3	3	3
6	0	3	2	1.22222222222222	3	2	-99	-99	-99
10	1	4	3	2.2	1.66666666666667	1.5	3	2	3
12	1	4	4	3	2	3	-99	-99	-99
6	0	3	2	3	2	3	-99	-99	-99
3	1	6	6	3	1	2	-99	-99	-99
8	1	6	6	3	3	-99	2	-99	-99
13	0	6	6	3	1.66666666666667	2	-99	-99	-99
17	1	6	5	3	2	1.5	-99	-99	-99
21	0	4	2	3	3	3	2	3	3
12	1	4	4	2	3	2.25	2.375	2	3
10	1	4	3	3	1.66666666666667	1.8	1.83333333333333	2	2
14	0	2	2	2.5	1.5	1.57142857142857	1.83333333333333	2	1.8
19	0	6	5	3	1.4	1.5	-99	-99	-99
21	0	4	2	3	3	3	3	2	3
1	0	6	6	2	2	1.5	-99	-99	-99
13	0	6	6	3	2.5	3	2	1	2
2	0	6	6	3	2	3	3	3	3
15	1	6	6	1.81818181818182	2	2.28571428571429	2.66666666666667	2.14285714285714	2.33333333333333
18	1	6	5	2	1.33333333333333	3	2.5	2.75	3
12	1	4	4	2.5	2	2	2	2.5	3
8	1	6	6	2	2.5	2	3	3	3
9	0	2	4	3	2	3	3	3	2.5
16	1	5	5	3	2	2.66666666666667	1.66666666666667	2	2
7	1	6	6	-99	-99	-99	-99	-99	-99
2	0	6	6	2.57142857142857	3	2.6	-99	3	3
10	1	4	3	2	3	3	3	1	3
6	0	3	2	2.83333333333333	2.25	1.2	2	2	1
2	0	6	6	3	3	3	3	3	3
7	1	6	6	2.5	3	1.6	3	3	3
10	1	4	3	3	3	2.5	3	3	3
17	1	6	5	3	2	2	2.66666666666667	2.25	2
3	1	6	6	0	0	-99	-99	-99	-99
8	1	6	6	3	3	3	3	3	3
13	0	6	6	-99	-99	-99	-99	-99	-99
17	1	6	5	1.33333333333333	1	-99	-99	-99	-99
21	0	4	2	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	2.16666666666667	1	1	-99	-99	-99
17	1	6	5	2.75	1.33333333333333	2.33333333333333	-99	-99	-99
17	1	6	5	2	2.5	1.25	1.5	2	1.5
14	0	2	2	2.25	1.8	2.33333333333333	2.33333333333333	1.5	1.5
15	1	6	6	3	3	3	2.33333333333333	3	-99
4	1	2	2	2.66666666666667	2	2	-99	-99	-99
13	0	6	6	2.33333333333333	1	1	3	2	2
14	0	2	2	2.33333333333333	1	3	2	2	2
9	0	2	4	2.66666666666667	2	2	1.14285714285714	1.83333333333333	1.2
9	0	2	4	2.4	1	1	2	1.71428571428571	1.16666666666667
15	1	6	6	2.5	3	1.6	1.57142857142857	3	3
19	0	6	5	1.33333333333333	3	3	3	-99	-99
11	0	2	1	2	3	1	-99	-99	-99
7	1	6	6	2	3	1.5	1.83333333333333	-99	-99
14	0	2	2	3	2.5	2.4	-99	3	2.33333333333333
7	1	6	6	2.4	2	2	-99	2.66666666666667	3
4	1	2	2	2.5	-99	1	2.33333333333333	-99	-99
14	0	2	2	-99	3	2	-99	-99	-99
5	0	3	2	3	3	3	3	3	3
21	0	4	2	3	1.5	1.33333333333333	2	2	1.33333333333333
15	1	6	6	3	2	3	-99	-99	-99
11	0	2	1	2.4	1.33333333333333	1.66666666666667	-99	2	2.5
6	0	3	2	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	1.5	1	-99	-99	-99	-99
7	1	6	6	1.75	2.33333333333333	2	-99	-99	-99
2	0	6	6	2.66666666666667	2	2	1.5	1.5	2
2	0	6	6	1.33333333333333	1.66666666666667	1	-99	-99	-99
5	0	3	2	1	1	1	2	1	1.5
20	1	3	3	2.4	2	2	-99	-99	-99
8	1	6	6	2	3	3	3	3	3
6	0	3	2	2	2	2	2	1.66666666666667	3
2	0	6	6	2.33333333333333	2	1.5	1.6	2.5	3
11	0	2	1	2	2	1.42857142857143	1.4	1.5	1.33333333333333
7	1	6	6	1.33333333333333	1	1.33333333333333	3	1	1
3	1	6	6	2.33333333333333	2.25	1.33333333333333	3	3	3
14	0	2	2	1.66666666666667	1.5	1	-99	-99	-99
2	0	6	6	2	2	1.75	-99	-99	-99
11	0	2	1	2.2	2.4	3	2.5	3	2.5
12	1	4	4	1	2	1	-99	-99	-99
16	1	5	5	3	2	2	3	3	2
3	1	6	6	2.33333333333333	2	2.42857142857143	2.14285714285714	2.8	3
5	0	3	2	2	1.5	1.75	2	1.33333333333333	1
6	0	3	2	1	1	3	-99	-99	-99
1	0	6	6	3	2	2	-99	-99	-99
1	0	6	6	3	3	3	3	3	3
8	1	6	6	1	-99	-99	-99	-99	-99
6	0	3	2	1	2	2	-99	-99	-99
2	0	6	6	2	2	3	2.5	3	2.5
6	0	3	2	2	2	-99	-99	-99	-99
11	0	2	1	-99	-99	-99	-99	-99	-99
5	0	3	2	3	3	3	2.33333333333333	2.33333333333333	2.33333333333333
15	1	6	6	2	2	1.5	3	3	2.5
2	0	6	6	3	2.75	2.6	3	3	3
4	1	2	2	2.14285714285714	2	1.4	2	2	1.5
17	1	6	5	2	1.5	1.5	2.33333333333333	2.33333333333333	2.5
13	0	6	6	2.5	3	3	3	3	3
2	0	6	6	1.66666666666667	1.28571428571429	1.70588235294118	-99	-99	-99
13	0	6	6	2.7	2.28571428571429	1.8	2.5	2.5	2.25
6	0	3	2	1.8	1.2	1.33333333333333	1.75	1.75	2.5
11	0	2	1	3	3	3	3	3	3
19	0	6	5	3	3	1.66666666666667	3	3	3
20	1	3	3	3	3	1	2.2	3	2.5
6	0	3	2	2.16666666666667	1.71428571428571	1.22222222222222	2	1.5	1.5
17	1	6	5	3	2	2	2	2.5	2
2	0	6	6	2.75	2.5	1.5	-99	-99	-99
3	1	6	6	3	3	2.4	2.5	3	3
4	1	2	2	1.66666666666667	1.5	1	3	2	3
13	0	6	6	2	1.5	2	-99	2	1.5
16	1	5	5	2	1	1.28571428571429	-99	-99	-99
1	0	6	6	1.66666666666667	1.5	1	3	3	2
18	1	6	5	2.66666666666667	1.33333333333333	1.33333333333333	3	2	2
17	1	6	5	1.75	1.33333333333333	2	1.5	2	2
12	1	4	4	2	1.66666666666667	2	3	1.33333333333333	2
18	1	6	5	1.2	1.25	1.75	-99	3	3
2	0	6	6	3	3	3	3	3	3
21	0	4	2	1.5	1	3	-99	-99	-99
13	0	6	6	2	2	2	-99	-99	-99
7	1	6	6	3	1.33333333333333	-99	3	2.5	1.5
3	1	6	6	1	1	-99	0	0	0
1	0	6	6	2.66666666666667	1.66666666666667	2.33333333333333	2.66666666666667	2	3
16	1	5	5	3	2	1.5	3	2	3
1	0	6	6	2.4	1.75	1.33333333333333	2.33333333333333	3	-99
18	1	6	5	1.25	1.5	2.5	-99	-99	-99
18	1	6	5	1.5	3	2	3	3	3
9	0	2	4	2	2	2	2	1	2
3	1	6	6	3	2.5	3	2	1	3
14	0	2	2	2	1.42857142857143	1	2	1.75	1.66666666666667
16	1	5	5	3	3	1.5	3	3	1.5
6	0	3	2	2.5	2.5	2.5	-99	-99	-99
12	1	4	4	2	1.5	3	-99	-99	-99
10	1	4	3	2	2	1.8	2	2	2
5	0	3	2	1.33333333333333	1.33333333333333	1.66666666666667	2	2	1.66666666666667
6	0	3	2	2.25	2	2.6	3	2.66666666666667	2
13	0	6	6	3	3	1.66666666666667	1.83333333333333	1.57142857142857	1.375
15	1	6	6	2.75	3	1.66666666666667	3	2.33333333333333	1.33333333333333
17	1	6	5	3	3	1.5	2	2	2
19	0	6	5	2.14285714285714	2.66666666666667	2.4	2.8	2.33333333333333	2.33333333333333
1	0	6	6	1	1.5	2	2	2	3
11	0	2	1	3	3	3	3	3	3
18	1	6	5	1.8	2.33333333333333	2	2	2.33333333333333	2
18	1	6	5	1	1.27272727272727	1.2	2	1.28571428571429	1
4	1	2	2	-99	-99	-99	-99	-99	-99
8	1	6	6	2.33333333333333	-99	-99	3	-99	-99
14	0	2	2	1.5	1.42857142857143	1.66666666666667	2.14285714285714	2.33333333333333	1
13	0	6	6	3	1.66666666666667	3	3	3	3
18	1	6	5	2.2	1.16666666666667	3	2	2	2
2	0	6	6	3	3	1	2	1	2
